,m,n,snr,snr2,p,nsspecfit_slope,nsspecfit_intercept,nsspecfit_r2
375,200,500,11.000000,6.000000,0.800000,1.288701,-0.358382,0.651505
376,200,500,11.000000,6.000000,0.850000,1.249520,-0.291534,0.631614
377,200,500,11.000000,6.000000,0.900000,1.215498,-0.230366,0.611529
378,200,500,11.000000,6.000000,0.950000,1.186443,-0.174908,0.596644
379,200,500,11.000000,6.000000,1.000000,1.156453,-0.119858,0.580235
380,300,500,2.000000,1.500000,0.100000,3.465433,-4.143497,0.998255
381,300,500,2.000000,1.500000,0.150000,2.820754,-3.052362,0.998955
382,300,500,2.000000,1.500000,0.200000,2.450169,-2.418345,0.999247
383,300,500,2.000000,1.500000,0.250000,2.183834,-1.966249,0.999319
384,300,500,2.000000,1.500000,0.300000,1.993147,-1.642637,0.999540
385,300,500,2.000000,1.500000,0.350000,1.843535,-1.389018,0.999614
386,300,500,2.000000,1.500000,0.400000,1.723224,-1.182872,0.999659
387,300,500,2.000000,1.500000,0.450000,1.614812,-1.002819,0.999659
388,300,500,2.000000,1.500000,0.500000,1.524453,-0.852840,0.999637
389,300,500,2.000000,1.500000,0.550000,1.445592,-0.724684,0.999640
390,300,500,2.000000,1.500000,0.600000,1.377982,-0.611133,0.999674
391,300,500,2.000000,1.500000,0.650000,1.312944,-0.506567,0.999588
392,300,500,2.000000,1.500000,0.700000,1.256638,-0.415761,0.999562
393,300,500,2.000000,1.500000,0.750000,1.204954,-0.333357,0.999377
394,300,500,2.000000,1.500000,0.800000,1.157836,-0.256674,0.999322
395,300,500,2.000000,1.500000,0.850000,1.115335,-0.187379,0.999097
396,300,500,2.000000,1.500000,0.900000,1.077006,-0.122473,0.998748
397,300,500,2.000000,1.500000,0.950000,1.043597,-0.063297,0.998711
398,300,500,2.000000,1.500000,1.000000,1.012124,-0.006746,0.998408
399,300,500,3.000000,2.000000,0.100000,3.464225,-4.135325,0.998479
400,300,500,3.000000,2.000000,0.150000,2.840254,-3.066088,0.998954
401,300,500,3.000000,2.000000,0.200000,2.468574,-2.431857,0.999092
402,300,500,3.000000,2.000000,0.250000,2.221228,-2.007581,0.999331
403,300,500,3.000000,2.000000,0.300000,2.007549,-1.656489,0.999387
404,300,500,3.000000,2.000000,0.350000,1.864341,-1.408264,0.999254
405,300,500,3.000000,2.000000,0.400000,1.730567,-1.188297,0.999012
406,300,500,3.000000,2.000000,0.450000,1.629523,-1.018743,0.999052
407,300,500,3.000000,2.000000,0.500000,1.539040,-0.866767,0.998504
408,300,500,3.000000,2.000000,0.550000,1.455001,-0.731155,0.998044
409,300,500,3.000000,2.000000,0.600000,1.386091,-0.617403,0.997809
410,300,500,3.000000,2.000000,0.650000,1.319060,-0.510720,0.997696
411,300,500,3.000000,2.000000,0.700000,1.263878,-0.420470,0.996844
412,300,500,3.000000,2.000000,0.750000,1.211140,-0.336525,0.996157
413,300,500,3.000000,2.000000,0.800000,1.163740,-0.260441,0.995632
414,300,500,3.000000,2.000000,0.850000,1.120699,-0.190408,0.995081
415,300,500,3.000000,2.000000,0.900000,1.082341,-0.125334,0.993535
416,300,500,3.000000,2.000000,0.950000,1.049836,-0.067797,0.992454
417,300,500,3.000000,2.000000,1.000000,1.019321,-0.011852,0.991792
418,300,500,4.000000,2.500000,0.100000,3.569201,-4.271896,0.998228
419,300,500,4.000000,2.500000,0.150000,2.868553,-3.110171,0.998752
420,300,500,4.000000,2.500000,0.200000,2.495789,-2.467090,0.998735
421,300,500,4.000000,2.500000,0.250000,2.221968,-2.007126,0.998472
422,300,500,4.000000,2.500000,0.300000,2.028813,-1.678871,0.998228
423,300,500,4.000000,2.500000,0.350000,1.874261,-1.417621,0.997004
424,300,500,4.000000,2.500000,0.400000,1.743727,-1.201923,0.995694
425,300,500,4.000000,2.500000,0.450000,1.637049,-1.022547,0.994944
426,300,500,4.000000,2.500000,0.500000,1.551797,-0.878808,0.993737
427,300,500,4.000000,2.500000,0.550000,1.465491,-0.740305,0.993412
428,300,500,4.000000,2.500000,0.600000,1.393164,-0.622943,0.991838
429,300,500,4.000000,2.500000,0.650000,1.330259,-0.519809,0.991226
430,300,500,4.000000,2.500000,0.700000,1.275975,-0.430252,0.989575
431,300,500,4.000000,2.500000,0.750000,1.218195,-0.342648,0.989566
432,300,500,4.000000,2.500000,0.800000,1.170170,-0.265444,0.988605
433,300,500,4.000000,2.500000,0.850000,1.129257,-0.196456,0.984799
434,300,500,4.000000,2.500000,0.900000,1.091715,-0.133272,0.982646
435,300,500,4.000000,2.500000,0.950000,1.057066,-0.072272,0.980816
436,300,500,4.000000,2.500000,1.000000,1.026780,-0.017147,0.977837
437,300,500,5.000000,3.000000,0.100000,3.558867,-4.259197,0.998376
438,300,500,5.000000,3.000000,0.150000,2.938842,-3.190040,0.998026
439,300,500,5.000000,3.000000,0.200000,2.524231,-2.500761,0.996971
440,300,500,5.000000,3.000000,0.250000,2.260115,-2.055166,0.995439
441,300,500,5.000000,3.000000,0.300000,2.051489,-1.703956,0.992148
442,300,500,5.000000,3.000000,0.350000,1.885393,-1.428772,0.989718
443,300,500,5.000000,3.000000,0.400000,1.771522,-1.227884,0.988522
444,300,500,5.000000,3.000000,0.450000,1.654084,-1.040315,0.985757
445,300,500,5.000000,3.000000,0.500000,1.560969,-0.886141,0.983153
446,300,500,5.000000,3.000000,0.550000,1.478587,-0.751810,0.981874
447,300,500,5.000000,3.000000,0.600000,1.405709,-0.632033,0.981279
448,300,500,5.000000,3.000000,0.650000,1.338632,-0.526436,0.979226
449,300,500,5.000000,3.000000,0.700000,1.279477,-0.433019,0.979371
450,300,500,5.000000,3.000000,0.750000,1.226616,-0.348013,0.975519
451,300,500,5.000000,3.000000,0.800000,1.178842,-0.271988,0.974652
452,300,500,5.000000,3.000000,0.850000,1.135523,-0.200988,0.969499
453,300,500,5.000000,3.000000,0.900000,1.100961,-0.140327,0.965938
454,300,500,5.000000,3.000000,0.950000,1.066465,-0.079603,0.960979
455,300,500,5.000000,3.000000,1.000000,1.034759,-0.022870,0.957030
456,300,500,6.000000,3.500000,0.100000,3.585129,-4.283087,0.997533
457,300,500,6.000000,3.500000,0.150000,2.955871,-3.211356,0.995663
458,300,500,6.000000,3.500000,0.200000,2.553154,-2.536135,0.990788
459,300,500,6.000000,3.500000,0.250000,2.281946,-2.076865,0.986208
460,300,500,6.000000,3.500000,0.300000,2.067501,-1.718268,0.983152
461,300,500,6.000000,3.500000,0.350000,1.915962,-1.463919,0.978106
462,300,500,6.000000,3.500000,0.400000,1.782137,-1.238697,0.974640
463,300,500,6.000000,3.500000,0.450000,1.670015,-1.056432,0.971714
464,300,500,6.000000,3.500000,0.500000,1.572914,-0.897711,0.969983
465,300,500,6.000000,3.500000,0.550000,1.487837,-0.759433,0.969447
466,300,500,6.000000,3.500000,0.600000,1.415321,-0.640304,0.963507
467,300,500,6.000000,3.500000,0.650000,1.345843,-0.531640,0.964119
468,300,500,6.000000,3.500000,0.700000,1.288795,-0.440321,0.962435
469,300,500,6.000000,3.500000,0.750000,1.234948,-0.353851,0.958031
470,300,500,6.000000,3.500000,0.800000,1.186973,-0.277351,0.954572
471,300,500,6.000000,3.500000,0.850000,1.144381,-0.207982,0.948347
472,300,500,6.000000,3.500000,0.900000,1.107394,-0.143939,0.942690
473,300,500,6.000000,3.500000,0.950000,1.072677,-0.083594,0.937100
474,300,500,6.000000,3.500000,1.000000,1.042068,-0.028031,0.930694
475,300,500,7.000000,4.000000,0.100000,3.674386,-4.411786,0.996379
476,300,500,7.000000,4.000000,0.150000,3.001975,-3.272779,0.990286
477,300,500,7.000000,4.000000,0.200000,2.575990,-2.558181,0.981170
478,300,500,7.000000,4.000000,0.250000,2.308385,-2.107077,0.971113
479,300,500,7.000000,4.000000,0.300000,2.096236,-1.753283,0.965913
480,300,500,7.000000,4.000000,0.350000,1.933412,-1.481321,0.961674
481,300,500,7.000000,4.000000,0.400000,1.796165,-1.254677,0.952929
482,300,500,7.000000,4.000000,0.450000,1.682701,-1.068441,0.951655
483,300,500,7.000000,4.000000,0.500000,1.582355,-0.904275,0.949267
484,300,500,7.000000,4.000000,0.550000,1.497982,-0.767433,0.945737
485,300,500,7.000000,4.000000,0.600000,1.426985,-0.650807,0.943605
486,300,500,7.000000,4.000000,0.650000,1.362589,-0.547056,0.940545
487,300,500,7.000000,4.000000,0.700000,1.298766,-0.447775,0.937035
488,300,500,7.000000,4.000000,0.750000,1.243970,-0.361146,0.936154
489,300,500,7.000000,4.000000,0.800000,1.193946,-0.282055,0.930156
490,300,500,7.000000,4.000000,0.850000,1.153393,-0.214741,0.923263
491,300,500,7.000000,4.000000,0.900000,1.116765,-0.151481,0.914694
492,300,500,7.000000,4.000000,0.950000,1.082168,-0.090948,0.907479
493,300,500,7.000000,4.000000,1.000000,1.051132,-0.034654,0.898079
494,300,500,8.000000,4.500000,0.100000,3.725048,-4.481785,0.990509
495,300,500,8.000000,4.500000,0.150000,3.054514,-3.344414,0.978059
496,300,500,8.000000,4.500000,0.200000,2.619566,-2.613494,0.963378
497,300,500,8.000000,4.500000,0.250000,2.335123,-2.135684,0.951080
498,300,500,8.000000,4.500000,0.300000,2.124334,-1.786231,0.942356
499,300,500,8.000000,4.500000,0.350000,1.955764,-1.503281,0.935840
500,300,500,8.000000,4.500000,0.400000,1.809614,-1.265977,0.931768
501,300,500,8.000000,4.500000,0.450000,1.705165,-1.090165,0.927799
502,300,500,8.000000,4.500000,0.500000,1.596467,-0.918140,0.926188
503,300,500,8.000000,4.500000,0.550000,1.511904,-0.780691,0.921696
504,300,500,8.000000,4.500000,0.600000,1.434911,-0.657506,0.919000
505,300,500,8.000000,4.500000,0.650000,1.368634,-0.549932,0.914702
506,300,500,8.000000,4.500000,0.700000,1.309134,-0.455546,0.913396
507,300,500,8.000000,4.500000,0.750000,1.256051,-0.370975,0.909844
508,300,500,8.000000,4.500000,0.800000,1.204000,-0.289946,0.904219
509,300,500,8.000000,4.500000,0.850000,1.162705,-0.220846,0.893913
510,300,500,8.000000,4.500000,0.900000,1.124724,-0.156654,0.881666
511,300,500,8.000000,4.500000,0.950000,1.090168,-0.096406,0.873443
512,300,500,8.000000,4.500000,1.000000,1.059762,-0.040975,0.862094
513,300,500,9.000000,5.000000,0.100000,3.819925,-4.604546,0.982391
514,300,500,9.000000,5.000000,0.150000,3.087184,-3.380298,0.961880
515,300,500,9.000000,5.000000,0.200000,2.662838,-2.668399,0.944500
516,300,500,9.000000,5.000000,0.250000,2.359775,-2.163978,0.926023
517,300,500,9.000000,5.000000,0.300000,2.145890,-1.806443,0.913426
518,300,500,9.000000,5.000000,0.350000,1.976252,-1.525543,0.914436
519,300,500,9.000000,5.000000,0.400000,1.828193,-1.288833,0.904594
520,300,500,9.000000,5.000000,0.450000,1.717163,-1.101727,0.897909
521,300,500,9.000000,5.000000,0.500000,1.613339,-0.934961,0.894745
522,300,500,9.000000,5.000000,0.550000,1.527017,-0.794658,0.892377
523,300,500,9.000000,5.000000,0.600000,1.446624,-0.668153,0.888093
524,300,500,9.000000,5.000000,0.650000,1.381050,-0.561805,0.886790
525,300,500,9.000000,5.000000,0.700000,1.316786,-0.461655,0.884629
526,300,500,9.000000,5.000000,0.750000,1.258969,-0.371855,0.880678
527,300,500,9.000000,5.000000,0.800000,1.212372,-0.296462,0.872336
528,300,500,9.000000,5.000000,0.850000,1.169308,-0.225668,0.859656
529,300,500,9.000000,5.000000,0.900000,1.133248,-0.163371,0.848379
530,300,500,9.000000,5.000000,0.950000,1.098852,-0.103367,0.837686
531,300,500,9.000000,5.000000,1.000000,1.067706,-0.046666,0.824220
532,300,500,10.000000,5.500000,0.100000,3.896023,-4.701340,0.969381
533,300,500,10.000000,5.500000,0.150000,3.133824,-3.441160,0.934242
534,300,500,10.000000,5.500000,0.200000,2.689266,-2.701812,0.914668
535,300,500,10.000000,5.500000,0.250000,2.392147,-2.207446,0.893576
536,300,500,10.000000,5.500000,0.300000,2.177484,-1.842479,0.883315
537,300,500,10.000000,5.500000,0.350000,1.996511,-1.548353,0.878545
538,300,500,10.000000,5.500000,0.400000,1.844949,-1.304433,0.869859
539,300,500,10.000000,5.500000,0.450000,1.725230,-1.106495,0.866292
540,300,500,10.000000,5.500000,0.500000,1.624030,-0.943786,0.863628
541,300,500,10.000000,5.500000,0.550000,1.540389,-0.805997,0.861477
542,300,500,10.000000,5.500000,0.600000,1.462343,-0.681295,0.858951
543,300,500,10.000000,5.500000,0.650000,1.391839,-0.570803,0.852170
544,300,500,10.000000,5.500000,0.700000,1.327048,-0.469073,0.853213
545,300,500,10.000000,5.500000,0.750000,1.271305,-0.381224,0.851416
546,300,500,10.000000,5.500000,0.800000,1.220355,-0.301536,0.840589
547,300,500,10.000000,5.500000,0.850000,1.178736,-0.233024,0.829170
548,300,500,10.000000,5.500000,0.900000,1.141161,-0.168336,0.811596
549,300,500,10.000000,5.500000,0.950000,1.106196,-0.108003,0.799641
550,300,500,10.000000,5.500000,1.000000,1.076808,-0.053227,0.784403
551,300,500,11.000000,6.000000,0.100000,3.925652,-4.743310,0.944191
552,300,500,11.000000,6.000000,0.150000,3.211011,-3.539937,0.903512
553,300,500,11.000000,6.000000,0.200000,2.715408,-2.728886,0.873388
554,300,500,11.000000,6.000000,0.250000,2.431849,-2.249988,0.856463
555,300,500,11.000000,6.000000,0.300000,2.195084,-1.860563,0.848138
556,300,500,11.000000,6.000000,0.350000,2.010924,-1.561984,0.843238
557,300,500,11.000000,6.000000,0.400000,1.864079,-1.324477,0.835895
558,300,500,11.000000,6.000000,0.450000,1.745913,-1.128785,0.833249
559,300,500,11.000000,6.000000,0.500000,1.641485,-0.961002,0.830173
560,300,500,11.000000,6.000000,0.550000,1.550203,-0.814834,0.828338
561,300,500,11.000000,6.000000,0.600000,1.472730,-0.690790,0.825710
562,300,500,11.000000,6.000000,0.650000,1.396900,-0.573362,0.824937
563,300,500,11.000000,6.000000,0.700000,1.337799,-0.478283,0.818460
564,300,500,11.000000,6.000000,0.750000,1.279772,-0.387908,0.817118
565,300,500,11.000000,6.000000,0.800000,1.230042,-0.309562,0.807028
566,300,500,11.000000,6.000000,0.850000,1.187730,-0.239523,0.790183
567,300,500,11.000000,6.000000,0.900000,1.150068,-0.175320,0.775179
568,300,500,11.000000,6.000000,0.950000,1.115904,-0.115430,0.762550
569,300,500,11.000000,6.000000,1.000000,1.084593,-0.058914,0.747316
570,400,500,2.000000,1.500000,0.100000,3.452136,-4.386939,0.999032
571,400,500,2.000000,1.500000,0.150000,2.845816,-3.277267,0.999207
572,400,500,2.000000,1.500000,0.200000,2.444125,-2.557836,0.999476
573,400,500,2.000000,1.500000,0.250000,2.190882,-2.091557,0.999597
574,400,500,2.000000,1.500000,0.300000,2.005826,-1.754799,0.999680
575,400,500,2.000000,1.500000,0.350000,1.843340,-1.466597,0.999675
576,400,500,2.000000,1.500000,0.400000,1.719171,-1.242898,0.999710
577,400,500,2.000000,1.500000,0.450000,1.616721,-1.058333,0.999760
578,400,500,2.000000,1.500000,0.500000,1.526533,-0.898664,0.999767
579,400,500,2.000000,1.500000,0.550000,1.449580,-0.761712,0.999757
580,400,500,2.000000,1.500000,0.600000,1.381068,-0.641397,0.999802
581,400,500,2.000000,1.500000,0.650000,1.316889,-0.530196,0.999779
582,400,500,2.000000,1.500000,0.700000,1.261647,-0.433491,0.999758
583,400,500,2.000000,1.500000,0.750000,1.209539,-0.345958,0.999708
584,400,500,2.000000,1.500000,0.800000,1.163431,-0.265885,0.999721
585,400,500,2.000000,1.500000,0.850000,1.118305,-0.191547,0.999660
586,400,500,2.000000,1.500000,0.900000,1.077947,-0.124627,0.999552
587,400,500,2.000000,1.500000,0.950000,1.041931,-0.062262,0.999439
588,400,500,2.000000,1.500000,1.000000,1.008181,-0.003941,0.999353
589,400,500,3.000000,2.000000,0.100000,3.455289,-4.384903,0.998796
590,400,500,3.000000,2.000000,0.150000,2.819704,-3.229751,0.999283
591,400,500,3.000000,2.000000,0.200000,2.472017,-2.592044,0.999502
592,400,500,3.000000,2.000000,0.250000,2.202052,-2.103818,0.999494
593,400,500,3.000000,2.000000,0.300000,2.005668,-1.751339,0.999533
594,400,500,3.000000,2.000000,0.350000,1.861290,-1.486250,0.999642
595,400,500,3.000000,2.000000,0.400000,1.735478,-1.261334,0.999506
596,400,500,3.000000,2.000000,0.450000,1.629516,-1.072569,0.999352
597,400,500,3.000000,2.000000,0.500000,1.535292,-0.906846,0.999384
598,400,500,3.000000,2.000000,0.550000,1.455557,-0.765464,0.999077
599,400,500,3.000000,2.000000,0.600000,1.385958,-0.643947,0.998971
600,400,500,3.000000,2.000000,0.650000,1.323264,-0.534604,0.998577
601,400,500,3.000000,2.000000,0.700000,1.267856,-0.438938,0.998314
602,400,500,3.000000,2.000000,0.750000,1.215487,-0.349502,0.998357
603,400,500,3.000000,2.000000,0.800000,1.168858,-0.269867,0.997991
604,400,500,3.000000,2.000000,0.850000,1.124109,-0.194945,0.997574
605,400,500,3.000000,2.000000,0.900000,1.083556,-0.127997,0.997095
606,400,500,3.000000,2.000000,0.950000,1.046305,-0.065462,0.996631
607,400,500,3.000000,2.000000,1.000000,1.012603,-0.006602,0.996173
608,400,500,4.000000,2.500000,0.100000,3.537142,-4.498637,0.998708
609,400,500,4.000000,2.500000,0.150000,2.881466,-3.322945,0.998835
610,400,500,4.000000,2.500000,0.200000,2.485481,-2.604005,0.999262
611,400,500,4.000000,2.500000,0.250000,2.215823,-2.119263,0.999200
612,400,500,4.000000,2.500000,0.300000,2.024499,-1.774038,0.998874
613,400,500,4.000000,2.500000,0.350000,1.866913,-1.491054,0.998316
614,400,500,4.000000,2.500000,0.400000,1.742997,-1.267705,0.998203
615,400,500,4.000000,2.500000,0.450000,1.634906,-1.076301,0.997520
616,400,500,4.000000,2.500000,0.500000,1.545733,-0.916343,0.996953
617,400,500,4.000000,2.500000,0.550000,1.462903,-0.774084,0.996358
618,400,500,4.000000,2.500000,0.600000,1.393721,-0.650879,0.995770
619,400,500,4.000000,2.500000,0.650000,1.335778,-0.546701,0.994816
620,400,500,4.000000,2.500000,0.700000,1.275063,-0.445254,0.994374
621,400,500,4.000000,2.500000,0.750000,1.222157,-0.354574,0.993922
622,400,500,4.000000,2.500000,0.800000,1.174075,-0.274100,0.993309
623,400,500,4.000000,2.500000,0.850000,1.128600,-0.198172,0.992934
624,400,500,4.000000,2.500000,0.900000,1.087323,-0.130274,0.991831
625,400,500,4.000000,2.500000,0.950000,1.050270,-0.067596,0.990823
626,400,500,4.000000,2.500000,1.000000,1.017310,-0.009777,0.989266
627,400,500,5.000000,3.000000,0.100000,3.539099,-4.500727,0.998563
628,400,500,5.000000,3.000000,0.150000,2.908842,-3.354080,0.998805
629,400,500,5.000000,3.000000,0.200000,2.500106,-2.622798,0.998477
630,400,500,5.000000,3.000000,0.250000,2.236548,-2.145674,0.996824
631,400,500,5.000000,3.000000,0.300000,2.032261,-1.780651,0.996460
632,400,500,5.000000,3.000000,0.350000,1.877420,-1.502492,0.994461
633,400,500,5.000000,3.000000,0.400000,1.751855,-1.275052,0.993687
634,400,500,5.000000,3.000000,0.450000,1.644612,-1.084204,0.992254
635,400,500,5.000000,3.000000,0.500000,1.554327,-0.926307,0.990729
636,400,500,5.000000,3.000000,0.550000,1.475176,-0.785600,0.989162
637,400,500,5.000000,3.000000,0.600000,1.403562,-0.659414,0.988870
638,400,500,5.000000,3.000000,0.650000,1.340072,-0.550019,0.987352
639,400,500,5.000000,3.000000,0.700000,1.279973,-0.448281,0.987146
640,400,500,5.000000,3.000000,0.750000,1.226697,-0.357854,0.986253
641,400,500,5.000000,3.000000,0.800000,1.180232,-0.278004,0.985256
642,400,500,5.000000,3.000000,0.850000,1.134046,-0.202182,0.984021
643,400,500,5.000000,3.000000,0.900000,1.093020,-0.133933,0.983213
644,400,500,5.000000,3.000000,0.950000,1.056274,-0.071721,0.980464
645,400,500,5.000000,3.000000,1.000000,1.022578,-0.013216,0.978245
646,400,500,6.000000,3.500000,0.100000,3.572719,-4.539023,0.998225
647,400,500,6.000000,3.500000,0.150000,2.933450,-3.384818,0.997855
648,400,500,6.000000,3.500000,0.200000,2.520704,-2.647115,0.995593
649,400,500,6.000000,3.500000,0.250000,2.250976,-2.163637,0.992558
650,400,500,6.000000,3.500000,0.300000,2.052941,-1.805140,0.990293
651,400,500,6.000000,3.500000,0.350000,1.898745,-1.527163,0.986400
652,400,500,6.000000,3.500000,0.400000,1.768215,-1.294053,0.984381
653,400,500,6.000000,3.500000,0.450000,1.656101,-1.096729,0.981759
654,400,500,6.000000,3.500000,0.500000,1.561572,-0.932852,0.981216
655,400,500,6.000000,3.500000,0.550000,1.481430,-0.790211,0.978419
656,400,500,6.000000,3.500000,0.600000,1.408948,-0.663380,0.977827
657,400,500,6.000000,3.500000,0.650000,1.346573,-0.555465,0.975637
658,400,500,6.000000,3.500000,0.700000,1.288249,-0.454966,0.974784
659,400,500,6.000000,3.500000,0.750000,1.233178,-0.363529,0.974031
660,400,500,6.000000,3.500000,0.800000,1.184394,-0.280576,0.974795
661,400,500,6.000000,3.500000,0.850000,1.140396,-0.207184,0.971675
662,400,500,6.000000,3.500000,0.900000,1.097554,-0.136711,0.970491
663,400,500,6.000000,3.500000,0.950000,1.061568,-0.075196,0.966551
664,400,500,6.000000,3.500000,1.000000,1.027923,-0.016741,0.961883
665,400,500,7.000000,4.000000,0.100000,3.609244,-4.598601,0.997353
666,400,500,7.000000,4.000000,0.150000,2.950216,-3.406558,0.994686
667,400,500,7.000000,4.000000,0.200000,2.560374,-2.698581,0.988040
668,400,500,7.000000,4.000000,0.250000,2.279223,-2.197734,0.985047
669,400,500,7.000000,4.000000,0.300000,2.068371,-1.823544,0.979355
670,400,500,7.000000,4.000000,0.350000,1.906282,-1.534962,0.975391
671,400,500,7.000000,4.000000,0.400000,1.779460,-1.304227,0.970488
672,400,500,7.000000,4.000000,0.450000,1.671459,-1.113301,0.968561
673,400,500,7.000000,4.000000,0.500000,1.575884,-0.945225,0.967443
674,400,500,7.000000,4.000000,0.550000,1.488634,-0.795025,0.965670
675,400,500,7.000000,4.000000,0.600000,1.421209,-0.675597,0.963343
676,400,500,7.000000,4.000000,0.650000,1.354252,-0.562001,0.960032
677,400,500,7.000000,4.000000,0.700000,1.294091,-0.459766,0.960952
678,400,500,7.000000,4.000000,0.750000,1.241574,-0.369907,0.958944
679,400,500,7.000000,4.000000,0.800000,1.191191,-0.285552,0.956571
680,400,500,7.000000,4.000000,0.850000,1.144411,-0.209360,0.956917
681,400,500,7.000000,4.000000,0.900000,1.104097,-0.141314,0.954318
682,400,500,7.000000,4.000000,0.950000,1.066519,-0.078347,0.949388
683,400,500,7.000000,4.000000,1.000000,1.033495,-0.020424,0.943710
684,400,500,8.000000,4.500000,0.100000,3.649069,-4.655337,0.996067
685,400,500,8.000000,4.500000,0.150000,2.976257,-3.445223,0.986498
686,400,500,8.000000,4.500000,0.200000,2.585305,-2.732890,0.976550
687,400,500,8.000000,4.500000,0.250000,2.300635,-2.224187,0.969501
688,400,500,8.000000,4.500000,0.300000,2.093144,-1.850704,0.962648
689,400,500,8.000000,4.500000,0.350000,1.924611,-1.554293,0.958207
690,400,500,8.000000,4.500000,0.400000,1.795162,-1.321027,0.953938
691,400,500,8.000000,4.500000,0.450000,1.687411,-1.129667,0.951803
692,400,500,8.000000,4.500000,0.500000,1.587826,-0.958773,0.949739
693,400,500,8.000000,4.500000,0.550000,1.502503,-0.810024,0.947139
694,400,500,8.000000,4.500000,0.600000,1.427385,-0.680805,0.944660
695,400,500,8.000000,4.500000,0.650000,1.361413,-0.566512,0.943217
696,400,500,8.000000,4.500000,0.700000,1.302832,-0.467469,0.940814
697,400,500,8.000000,4.500000,0.750000,1.248894,-0.376294,0.939268
698,400,500,8.000000,4.500000,0.800000,1.197566,-0.290980,0.939867
699,400,500,8.000000,4.500000,0.850000,1.150940,-0.214225,0.937933
700,400,500,8.000000,4.500000,0.900000,1.108115,-0.144142,0.934972
701,400,500,8.000000,4.500000,0.950000,1.071047,-0.081058,0.929464
702,400,500,8.000000,4.500000,1.000000,1.038475,-0.023675,0.921843
703,400,500,9.000000,5.000000,0.100000,3.674235,-4.689741,0.990707
704,400,500,9.000000,5.000000,0.150000,3.029802,-3.517275,0.975124
705,400,500,9.000000,5.000000,0.200000,2.603874,-2.755366,0.957241
706,400,500,9.000000,5.000000,0.250000,2.335148,-2.265070,0.946575
707,400,500,9.000000,5.000000,0.300000,2.109580,-1.871786,0.944442
708,400,500,9.000000,5.000000,0.350000,1.947507,-1.581350,0.939637
709,400,500,9.000000,5.000000,0.400000,1.814587,-1.344747,0.932116
710,400,500,9.000000,5.000000,0.450000,1.697254,-1.139798,0.928188
711,400,500,9.000000,5.000000,0.500000,1.595647,-0.964233,0.926662
712,400,500,9.000000,5.000000,0.550000,1.513234,-0.820623,0.925075
713,400,500,9.000000,5.000000,0.600000,1.435151,-0.687766,0.922484
714,400,500,9.000000,5.000000,0.650000,1.368518,-0.573253,0.921098
715,400,500,9.000000,5.000000,0.700000,1.310714,-0.473459,0.919392
716,400,500,9.000000,5.000000,0.750000,1.252469,-0.377114,0.919032
717,400,500,9.000000,5.000000,0.800000,1.204206,-0.295213,0.917184
718,400,500,9.000000,5.000000,0.850000,1.156043,-0.217366,0.916907
719,400,500,9.000000,5.000000,0.900000,1.115286,-0.149015,0.912979
720,400,500,9.000000,5.000000,0.950000,1.077197,-0.085473,0.906896
721,400,500,9.000000,5.000000,1.000000,1.043794,-0.027174,0.898138
722,400,500,10.000000,5.500000,0.100000,3.811508,-4.884374,0.982264
723,400,500,10.000000,5.500000,0.150000,3.051881,-3.546016,0.951213
724,400,500,10.000000,5.500000,0.200000,2.642363,-2.804139,0.941471
725,400,500,10.000000,5.500000,0.250000,2.346479,-2.283259,0.927045
726,400,500,10.000000,5.500000,0.300000,2.137328,-1.904077,0.913840
727,400,500,10.000000,5.500000,0.350000,1.956203,-1.589765,0.912529
728,400,500,10.000000,5.500000,0.400000,1.819134,-1.348037,0.906787
729,400,500,10.000000,5.500000,0.450000,1.701718,-1.142704,0.905063
730,400,500,10.000000,5.500000,0.500000,1.604157,-0.972403,0.902649
731,400,500,10.000000,5.500000,0.550000,1.521970,-0.828466,0.900877
732,400,500,10.000000,5.500000,0.600000,1.445695,-0.697451,0.898677
733,400,500,10.000000,5.500000,0.650000,1.377567,-0.581305,0.897714
734,400,500,10.000000,5.500000,0.700000,1.317510,-0.478417,0.896196
735,400,500,10.000000,5.500000,0.750000,1.264069,-0.387800,0.892451
736,400,500,10.000000,5.500000,0.800000,1.211051,-0.301220,0.892445
737,400,500,10.000000,5.500000,0.850000,1.163349,-0.222704,0.890202
738,400,500,10.000000,5.500000,0.900000,1.118915,-0.150673,0.890565
739,400,500,10.000000,5.500000,0.950000,1.083081,-0.089771,0.880761
740,400,500,10.000000,5.500000,1.000000,1.049454,-0.030950,0.869570
741,400,500,11.000000,6.000000,0.100000,3.838092,-4.929761,0.967766
742,400,500,11.000000,6.000000,0.150000,3.087736,-3.592696,0.938896
743,400,500,11.000000,6.000000,0.200000,2.676901,-2.849342,0.912216
744,400,500,11.000000,6.000000,0.250000,2.371544,-2.311215,0.899532
745,400,500,11.000000,6.000000,0.300000,2.152663,-1.919633,0.891454
746,400,500,11.000000,6.000000,0.350000,1.977153,-1.614382,0.886704
747,400,500,11.000000,6.000000,0.400000,1.831916,-1.361236,0.880975
748,400,500,11.000000,6.000000,0.450000,1.722803,-1.165710,0.880393
749,400,500,11.000000,6.000000,0.500000,1.620988,-0.990231,0.875369
750,400,500,11.000000,6.000000,0.550000,1.529989,-0.835515,0.871877
751,400,500,11.000000,6.000000,0.600000,1.455781,-0.706526,0.870033
