,m,n,snr,snr2,p,nsspecfit_slope,nsspecfit_intercept,nsspecfit_r2
29,100,500,3.000000,2.000000,0.600000,1.391603,-0.599676,0.963941
30,100,500,3.000000,2.000000,0.650000,1.336239,-0.512733,0.957708
31,100,500,3.000000,2.000000,0.700000,1.296166,-0.439962,0.943768
32,100,500,3.000000,2.000000,0.750000,1.255046,-0.370396,0.937806
33,100,500,3.000000,2.000000,0.800000,1.216155,-0.302325,0.934952
34,100,500,3.000000,2.000000,0.850000,1.184193,-0.244023,0.917412
35,100,500,3.000000,2.000000,0.900000,1.146188,-0.178104,0.914437
36,100,500,3.000000,2.000000,0.950000,1.122662,-0.129351,0.902951
37,100,500,3.000000,2.000000,1.000000,1.095404,-0.076522,0.891575
38,100,500,4.000000,2.500000,0.100000,3.768654,-3.840651,0.995319
39,100,500,4.000000,2.500000,0.150000,2.995338,-2.786451,0.993654
40,100,500,4.000000,2.500000,0.200000,2.577751,-2.216285,0.988000
41,100,500,4.000000,2.500000,0.250000,2.306618,-1.843240,0.983182
42,100,500,4.000000,2.500000,0.300000,2.091339,-1.548018,0.976242
43,100,500,4.000000,2.500000,0.350000,1.920630,-1.317906,0.969995
44,100,500,4.000000,2.500000,0.400000,1.787839,-1.135302,0.964348
45,100,500,4.000000,2.500000,0.450000,1.671601,-0.979087,0.954984
46,100,500,4.000000,2.500000,0.500000,1.575250,-0.845383,0.945989
47,100,500,4.000000,2.500000,0.550000,1.506229,-0.740204,0.929259
48,100,500,4.000000,2.500000,0.600000,1.441250,-0.644132,0.916190
49,100,500,4.000000,2.500000,0.650000,1.378805,-0.550405,0.899462
50,100,500,4.000000,2.500000,0.700000,1.337657,-0.475563,0.881521
51,100,500,4.000000,2.500000,0.750000,1.289459,-0.399912,0.873779
52,100,500,4.000000,2.500000,0.800000,1.248486,-0.332039,0.856398
53,100,500,4.000000,2.500000,0.850000,1.217423,-0.271175,0.845421
54,100,500,4.000000,2.500000,0.900000,1.192788,-0.219871,0.825936
55,100,500,4.000000,2.500000,0.950000,1.157480,-0.158402,0.814501
56,100,500,4.000000,2.500000,1.000000,1.137229,-0.112290,0.801474
57,100,500,5.000000,3.000000,0.100000,3.825115,-3.903886,0.991727
58,100,500,5.000000,3.000000,0.150000,3.160562,-2.971456,0.982785
59,100,500,5.000000,3.000000,0.200000,2.655971,-2.299226,0.975594
60,100,500,5.000000,3.000000,0.250000,2.398587,-1.934996,0.963868
61,100,500,5.000000,3.000000,0.300000,2.162094,-1.615881,0.942052
62,100,500,5.000000,3.000000,0.350000,1.995553,-1.387871,0.930149
63,100,500,5.000000,3.000000,0.400000,1.828542,-1.170240,0.919860
64,100,500,5.000000,3.000000,0.450000,1.703461,-1.004026,0.910045
65,100,500,5.000000,3.000000,0.500000,1.612658,-0.876084,0.888305
66,100,500,5.000000,3.000000,0.550000,1.546167,-0.773373,0.861443
67,100,500,5.000000,3.000000,0.600000,1.483845,-0.678130,0.840908
68,100,500,5.000000,3.000000,0.650000,1.425161,-0.589962,0.824656
69,100,500,5.000000,3.000000,0.700000,1.381430,-0.516166,0.808813
70,100,500,5.000000,3.000000,0.750000,1.335674,-0.439521,0.784835
71,100,500,5.000000,3.000000,0.800000,1.300004,-0.375936,0.772257
72,100,500,5.000000,3.000000,0.850000,1.265956,-0.314329,0.754092
73,100,500,5.000000,3.000000,0.900000,1.227980,-0.250545,0.734159
74,100,500,5.000000,3.000000,0.950000,1.202229,-0.197107,0.720258
75,100,500,5.000000,3.000000,1.000000,1.175188,-0.144940,0.706924
76,100,500,6.000000,3.500000,0.100000,3.998422,-4.088312,0.985270
77,100,500,6.000000,3.500000,0.150000,3.298196,-3.115389,0.962259
78,100,500,6.000000,3.500000,0.200000,2.757147,-2.405386,0.931618
79,100,500,6.000000,3.500000,0.250000,2.480766,-2.016228,0.917295
80,100,500,6.000000,3.500000,0.300000,2.207949,-1.657274,0.904252
81,100,500,6.000000,3.500000,0.350000,2.004318,-1.391293,0.882209
82,100,500,6.000000,3.500000,0.400000,1.868216,-1.204124,0.868848
83,100,500,6.000000,3.500000,0.450000,1.742170,-1.040164,0.849320
84,100,500,6.000000,3.500000,0.500000,1.655662,-0.912714,0.826923
85,100,500,6.000000,3.500000,0.550000,1.584461,-0.810541,0.801622
86,100,500,6.000000,3.500000,0.600000,1.514515,-0.704207,0.771025
87,100,500,6.000000,3.500000,0.650000,1.463583,-0.624210,0.747793
88,100,500,6.000000,3.500000,0.700000,1.408984,-0.536904,0.720760
89,100,500,6.000000,3.500000,0.750000,1.377920,-0.475807,0.716722
90,100,500,6.000000,3.500000,0.800000,1.332118,-0.401910,0.679065
91,100,500,6.000000,3.500000,0.850000,1.305278,-0.347850,0.668845
92,100,500,6.000000,3.500000,0.900000,1.271637,-0.285813,0.634573
93,100,500,6.000000,3.500000,0.950000,1.245727,-0.235043,0.630094
94,100,500,6.000000,3.500000,1.000000,1.222039,-0.185353,0.611401
95,100,500,7.000000,4.000000,0.100000,4.136391,-4.253205,0.971577
96,100,500,7.000000,4.000000,0.150000,3.338531,-3.158535,0.928619
97,100,500,7.000000,4.000000,0.200000,2.859844,-2.503212,0.893188
98,100,500,7.000000,4.000000,0.250000,2.482059,-2.013470,0.872801
99,100,500,7.000000,4.000000,0.300000,2.264321,-1.707366,0.833747
100,100,500,7.000000,4.000000,0.350000,2.073983,-1.456875,0.819034
101,100,500,7.000000,4.000000,0.400000,1.913884,-1.244333,0.807656
102,100,500,7.000000,4.000000,0.450000,1.792120,-1.080245,0.784241
103,100,500,7.000000,4.000000,0.500000,1.698780,-0.950623,0.752038
104,100,500,7.000000,4.000000,0.550000,1.630604,-0.847645,0.730768
105,100,500,7.000000,4.000000,0.600000,1.562035,-0.746657,0.700926
106,100,500,7.000000,4.000000,0.650000,1.509884,-0.663163,0.675422
107,100,500,7.000000,4.000000,0.700000,1.451909,-0.573655,0.652743
108,100,500,7.000000,4.000000,0.750000,1.412922,-0.506136,0.625584
109,100,500,7.000000,4.000000,0.800000,1.382149,-0.445700,0.608064
110,100,500,7.000000,4.000000,0.850000,1.348149,-0.383680,0.578940
111,100,500,7.000000,4.000000,0.900000,1.312874,-0.323115,0.560383
112,100,500,7.000000,4.000000,0.950000,1.289601,-0.272264,0.546099
113,100,500,7.000000,4.000000,1.000000,1.264634,-0.221561,0.526308
114,100,500,8.000000,4.500000,0.100000,4.299373,-4.428656,0.949011
115,100,500,8.000000,4.500000,0.150000,3.500513,-3.332415,0.882086
116,100,500,8.000000,4.500000,0.200000,2.931107,-2.579346,0.835251
117,100,500,8.000000,4.500000,0.250000,2.582740,-2.111243,0.808712
118,100,500,8.000000,4.500000,0.300000,2.314411,-1.756591,0.793393
119,100,500,8.000000,4.500000,0.350000,2.142110,-1.519816,0.762618
120,100,500,8.000000,4.500000,0.400000,1.959596,-1.283252,0.743444
121,100,500,8.000000,4.500000,0.450000,1.854528,-1.137254,0.721175
122,100,500,8.000000,4.500000,0.500000,1.755411,-1.001172,0.689305
123,100,500,8.000000,4.500000,0.550000,1.671555,-0.884771,0.664870
124,100,500,8.000000,4.500000,0.600000,1.604714,-0.781990,0.631060
125,100,500,8.000000,4.500000,0.650000,1.550039,-0.694965,0.607055
126,100,500,8.000000,4.500000,0.700000,1.499060,-0.615059,0.576506
127,100,500,8.000000,4.500000,0.750000,1.455239,-0.542858,0.556261
128,100,500,8.000000,4.500000,0.800000,1.429005,-0.486062,0.537002
129,100,500,8.000000,4.500000,0.850000,1.387633,-0.417606,0.514229
130,100,500,8.000000,4.500000,0.900000,1.360862,-0.364251,0.497414
131,100,500,8.000000,4.500000,0.950000,1.330903,-0.307272,0.475420
132,100,500,8.000000,4.500000,1.000000,1.305680,-0.256467,0.460994
133,100,500,9.000000,5.000000,0.100000,4.537503,-4.703009,0.923195
134,100,500,9.000000,5.000000,0.150000,3.632304,-3.477376,0.826482
135,100,500,9.000000,5.000000,0.200000,3.024332,-2.677978,0.786229
136,100,500,9.000000,5.000000,0.250000,2.668036,-2.201563,0.743262
137,100,500,9.000000,5.000000,0.300000,2.381369,-1.821147,0.718816
138,100,500,9.000000,5.000000,0.350000,2.187429,-1.566028,0.714123
139,100,500,9.000000,5.000000,0.400000,2.023496,-1.342876,0.683621
140,100,500,9.000000,5.000000,0.450000,1.882174,-1.158415,0.669457
141,100,500,9.000000,5.000000,0.500000,1.782848,-1.022052,0.633081
142,100,500,9.000000,5.000000,0.550000,1.715489,-0.919900,0.598114
143,100,500,9.000000,5.000000,0.600000,1.647279,-0.821765,0.568075
144,100,500,9.000000,5.000000,0.650000,1.602659,-0.743773,0.538936
145,100,500,9.000000,5.000000,0.700000,1.542076,-0.651345,0.511444
146,100,500,9.000000,5.000000,0.750000,1.500321,-0.580871,0.497871
147,100,500,9.000000,5.000000,0.800000,1.461385,-0.512672,0.474282
148,100,500,9.000000,5.000000,0.850000,1.427419,-0.451307,0.451242
149,100,500,9.000000,5.000000,0.900000,1.401272,-0.397634,0.438759
150,100,500,9.000000,5.000000,0.950000,1.371333,-0.342964,0.423190
151,100,500,9.000000,5.000000,1.000000,1.343665,-0.288515,0.413140
152,100,500,10.000000,5.500000,0.100000,4.656121,-4.845570,0.860432
153,100,500,10.000000,5.500000,0.150000,3.735856,-3.597065,0.783897
154,100,500,10.000000,5.500000,0.200000,3.152666,-2.813084,0.717726
155,100,500,10.000000,5.500000,0.250000,2.756347,-2.287678,0.684244
156,100,500,10.000000,5.500000,0.300000,2.445716,-1.882368,0.661787
157,100,500,10.000000,5.500000,0.350000,2.232095,-1.600652,0.650316
158,100,500,10.000000,5.500000,0.400000,2.071494,-1.383784,0.618239
159,100,500,10.000000,5.500000,0.450000,1.924474,-1.194118,0.607073
160,100,500,10.000000,5.500000,0.500000,1.830873,-1.062377,0.568857
161,100,500,10.000000,5.500000,0.550000,1.746496,-0.943378,0.535663
162,100,500,10.000000,5.500000,0.600000,1.697721,-0.863484,0.515481
163,100,500,10.000000,5.500000,0.650000,1.638420,-0.771448,0.486754
164,100,500,10.000000,5.500000,0.700000,1.574155,-0.679240,0.465904
165,100,500,10.000000,5.500000,0.750000,1.549172,-0.621583,0.443203
166,100,500,10.000000,5.500000,0.800000,1.506898,-0.551435,0.424672
167,100,500,10.000000,5.500000,0.850000,1.475377,-0.491740,0.408051
168,100,500,10.000000,5.500000,0.900000,1.438312,-0.428592,0.391862
169,100,500,10.000000,5.500000,0.950000,1.423463,-0.387632,0.379586
170,100,500,10.000000,5.500000,1.000000,1.386748,-0.325539,0.369192
171,100,500,11.000000,6.000000,0.100000,4.884714,-5.080110,0.810631
172,100,500,11.000000,6.000000,0.150000,3.846864,-3.711180,0.737772
173,100,500,11.000000,6.000000,0.200000,3.240829,-2.898971,0.664390
174,100,500,11.000000,6.000000,0.250000,2.849729,-2.382380,0.637798
175,100,500,11.000000,6.000000,0.300000,2.508806,-1.941540,0.617982
176,100,500,11.000000,6.000000,0.350000,2.301950,-1.667777,0.592616
177,100,500,11.000000,6.000000,0.400000,2.102629,-1.413029,0.574208
178,100,500,11.000000,6.000000,0.450000,1.964359,-1.227128,0.564450
179,100,500,11.000000,6.000000,0.500000,1.862913,-1.091799,0.522750
180,100,500,11.000000,6.000000,0.550000,1.797901,-0.993551,0.497053
181,100,500,11.000000,6.000000,0.600000,1.734806,-0.893321,0.462534
182,100,500,11.000000,6.000000,0.650000,1.674624,-0.800646,0.438356
183,100,500,11.000000,6.000000,0.700000,1.629572,-0.727175,0.419627
184,100,500,11.000000,6.000000,0.750000,1.591318,-0.658607,0.394318
185,100,500,11.000000,6.000000,0.800000,1.565696,-0.603960,0.384071
186,100,500,11.000000,6.000000,0.850000,1.521257,-0.531770,0.368219
187,100,500,11.000000,6.000000,0.900000,1.486833,-0.470879,0.351217
188,100,500,11.000000,6.000000,0.950000,1.456730,-0.415229,0.344514
189,100,500,11.000000,6.000000,1.000000,1.435233,-0.368602,0.335084
190,200,500,2.000000,1.500000,0.100000,3.499081,-3.891883,0.997739
191,200,500,2.000000,1.500000,0.150000,2.849048,-2.880383,0.998532
192,200,500,2.000000,1.500000,0.200000,2.446288,-2.254434,0.998962
193,200,500,2.000000,1.500000,0.250000,2.179132,-1.837428,0.999152
194,200,500,2.000000,1.500000,0.300000,1.995111,-1.547604,0.999179
195,200,500,2.000000,1.500000,0.350000,1.835336,-1.303905,0.999259
196,200,500,2.000000,1.500000,0.400000,1.705658,-1.104131,0.999343
197,200,500,2.000000,1.500000,0.450000,1.603931,-0.946252,0.999374
198,200,500,2.000000,1.500000,0.500000,1.516662,-0.812194,0.999370
199,200,500,2.000000,1.500000,0.550000,1.431620,-0.685637,0.999157
200,200,500,2.000000,1.500000,0.600000,1.364073,-0.582741,0.998976
201,200,500,2.000000,1.500000,0.650000,1.302576,-0.487779,0.998694
202,200,500,2.000000,1.500000,0.700000,1.244469,-0.400335,0.998609
203,200,500,2.000000,1.500000,0.750000,1.196391,-0.323469,0.997914
204,200,500,2.000000,1.500000,0.800000,1.154006,-0.251727,0.997451
205,200,500,2.000000,1.500000,0.850000,1.117513,-0.187724,0.996295
206,200,500,2.000000,1.500000,0.900000,1.081750,-0.125530,0.996371
207,200,500,2.000000,1.500000,0.950000,1.051292,-0.069140,0.995132
208,200,500,2.000000,1.500000,1.000000,1.021664,-0.014336,0.994414
209,200,500,3.000000,2.000000,0.100000,3.512558,-3.897038,0.997885
210,200,500,3.000000,2.000000,0.150000,2.891420,-2.921276,0.998170
211,200,500,3.000000,2.000000,0.200000,2.479350,-2.289134,0.998608
212,200,500,3.000000,2.000000,0.250000,2.235665,-1.900816,0.998789
213,200,500,3.000000,2.000000,0.300000,2.010373,-1.560714,0.997994
214,200,500,3.000000,2.000000,0.350000,1.855891,-1.321781,0.998349
215,200,500,3.000000,2.000000,0.400000,1.726843,-1.125446,0.997583
216,200,500,3.000000,2.000000,0.450000,1.630088,-0.971262,0.997011
217,200,500,3.000000,2.000000,0.500000,1.522221,-0.813964,0.995723
218,200,500,3.000000,2.000000,0.550000,1.446662,-0.696806,0.995537
219,200,500,3.000000,2.000000,0.600000,1.377572,-0.591755,0.993788
220,200,500,3.000000,2.000000,0.650000,1.315364,-0.498785,0.993356
221,200,500,3.000000,2.000000,0.700000,1.262117,-0.414102,0.990065
222,200,500,3.000000,2.000000,0.750000,1.209884,-0.332700,0.988564
223,200,500,3.000000,2.000000,0.800000,1.166095,-0.260693,0.986842
224,200,500,3.000000,2.000000,0.850000,1.129692,-0.196934,0.984154
225,200,500,3.000000,2.000000,0.900000,1.095210,-0.135658,0.981419
226,200,500,3.000000,2.000000,0.950000,1.063397,-0.078735,0.980143
227,200,500,3.000000,2.000000,1.000000,1.034840,-0.024436,0.975917
228,200,500,4.000000,2.500000,0.100000,3.562027,-3.960225,0.997500
229,200,500,4.000000,2.500000,0.150000,2.933959,-2.970870,0.997749
230,200,500,4.000000,2.500000,0.200000,2.523148,-2.336557,0.997384
231,200,500,4.000000,2.500000,0.250000,2.257754,-1.921560,0.996200
232,200,500,4.000000,2.500000,0.300000,2.035189,-1.587441,0.994816
233,200,500,4.000000,2.500000,0.350000,1.890723,-1.356833,0.991562
234,200,500,4.000000,2.500000,0.400000,1.742307,-1.138705,0.991106
235,200,500,4.000000,2.500000,0.450000,1.650700,-0.989348,0.988369
236,200,500,4.000000,2.500000,0.500000,1.550638,-0.839398,0.985673
237,200,500,4.000000,2.500000,0.550000,1.468445,-0.718171,0.983858
238,200,500,4.000000,2.500000,0.600000,1.388449,-0.600211,0.982127
239,200,500,4.000000,2.500000,0.650000,1.331271,-0.511475,0.978998
240,200,500,4.000000,2.500000,0.700000,1.276425,-0.425592,0.974684
241,200,500,4.000000,2.500000,0.750000,1.221917,-0.342562,0.971473
242,200,500,4.000000,2.500000,0.800000,1.182075,-0.274643,0.965243
243,200,500,4.000000,2.500000,0.850000,1.142568,-0.206552,0.960836
244,200,500,4.000000,2.500000,0.900000,1.107745,-0.145318,0.956718
245,200,500,4.000000,2.500000,0.950000,1.077600,-0.089096,0.951076
246,200,500,4.000000,2.500000,1.000000,1.048322,-0.034902,0.945536
247,200,500,5.000000,3.000000,0.100000,3.649689,-4.067161,0.997242
248,200,500,5.000000,3.000000,0.150000,2.988062,-3.032387,0.995933
249,200,500,5.000000,3.000000,0.200000,2.564090,-2.383499,0.992525
250,200,500,5.000000,3.000000,0.250000,2.297439,-1.967509,0.988352
251,200,500,5.000000,3.000000,0.300000,2.088220,-1.642014,0.982940
252,200,500,5.000000,3.000000,0.350000,1.912602,-1.376875,0.977825
253,200,500,5.000000,3.000000,0.400000,1.776502,-1.171137,0.977646
254,200,500,5.000000,3.000000,0.450000,1.668273,-1.005506,0.974647
255,200,500,5.000000,3.000000,0.500000,1.567028,-0.855139,0.967816
256,200,500,5.000000,3.000000,0.550000,1.478755,-0.722171,0.964892
257,200,500,5.000000,3.000000,0.600000,1.407500,-0.616154,0.960655
258,200,500,5.000000,3.000000,0.650000,1.343525,-0.519615,0.957114
259,200,500,5.000000,3.000000,0.700000,1.286026,-0.432675,0.949679
260,200,500,5.000000,3.000000,0.750000,1.239757,-0.356889,0.943749
261,200,500,5.000000,3.000000,0.800000,1.197580,-0.286779,0.930901
262,200,500,5.000000,3.000000,0.850000,1.155668,-0.216754,0.923286
263,200,500,5.000000,3.000000,0.900000,1.122547,-0.157093,0.918597
264,200,500,5.000000,3.000000,0.950000,1.092668,-0.101310,0.908112
265,200,500,5.000000,3.000000,1.000000,1.063264,-0.046539,0.901392
266,200,500,6.000000,3.500000,0.100000,3.718578,-4.148141,0.995324
267,200,500,6.000000,3.500000,0.150000,3.006165,-3.046547,0.990482
268,200,500,6.000000,3.500000,0.200000,2.604939,-2.426276,0.979533
269,200,500,6.000000,3.500000,0.250000,2.317331,-1.980834,0.971212
270,200,500,6.000000,3.500000,0.300000,2.112369,-1.665222,0.965076
271,200,500,6.000000,3.500000,0.350000,1.942837,-1.410021,0.958040
272,200,500,6.000000,3.500000,0.400000,1.798568,-1.190782,0.951732
273,200,500,6.000000,3.500000,0.450000,1.678698,-1.012349,0.946344
274,200,500,6.000000,3.500000,0.500000,1.581429,-0.865593,0.940737
275,200,500,6.000000,3.500000,0.550000,1.503154,-0.747069,0.935034
276,200,500,6.000000,3.500000,0.600000,1.419876,-0.626841,0.933085
277,200,500,6.000000,3.500000,0.650000,1.350645,-0.523596,0.925177
278,200,500,6.000000,3.500000,0.700000,1.304449,-0.447749,0.915261
279,200,500,6.000000,3.500000,0.750000,1.254120,-0.368014,0.904527
280,200,500,6.000000,3.500000,0.800000,1.210608,-0.295595,0.891897
281,200,500,6.000000,3.500000,0.850000,1.174131,-0.231796,0.882261
282,200,500,6.000000,3.500000,0.900000,1.136104,-0.167678,0.871347
283,200,500,6.000000,3.500000,0.950000,1.106584,-0.112116,0.857449
284,200,500,6.000000,3.500000,1.000000,1.076667,-0.057127,0.852236
285,200,500,7.000000,4.000000,0.100000,3.816546,-4.268541,0.991307
286,200,500,7.000000,4.000000,0.150000,3.094079,-3.154683,0.975877
287,200,500,7.000000,4.000000,0.200000,2.651320,-2.475451,0.964581
288,200,500,7.000000,4.000000,0.250000,2.352912,-2.026351,0.943556
289,200,500,7.000000,4.000000,0.300000,2.129232,-1.682137,0.937005
290,200,500,7.000000,4.000000,0.350000,1.953626,-1.416668,0.930902
291,200,500,7.000000,4.000000,0.400000,1.821919,-1.213782,0.922403
292,200,500,7.000000,4.000000,0.450000,1.708457,-1.040051,0.911058
293,200,500,7.000000,4.000000,0.500000,1.599842,-0.880965,0.908547
294,200,500,7.000000,4.000000,0.550000,1.511794,-0.751931,0.903070
295,200,500,7.000000,4.000000,0.600000,1.440196,-0.642158,0.896162
296,200,500,7.000000,4.000000,0.650000,1.370547,-0.541212,0.889544
297,200,500,7.000000,4.000000,0.700000,1.319025,-0.458815,0.872490
298,200,500,7.000000,4.000000,0.750000,1.269711,-0.380776,0.860637
299,200,500,7.000000,4.000000,0.800000,1.225573,-0.307799,0.846476
300,200,500,7.000000,4.000000,0.850000,1.189125,-0.244244,0.833158
301,200,500,7.000000,4.000000,0.900000,1.152045,-0.180469,0.823674
302,200,500,7.000000,4.000000,0.950000,1.122628,-0.124615,0.807099
303,200,500,7.000000,4.000000,1.000000,1.093215,-0.070245,0.792972
304,200,500,8.000000,4.500000,0.100000,3.867908,-4.336467,0.979141
305,200,500,8.000000,4.500000,0.150000,3.131482,-3.196568,0.956182
306,200,500,8.000000,4.500000,0.200000,2.703014,-2.536986,0.933169
307,200,500,8.000000,4.500000,0.250000,2.392231,-2.062713,0.912425
308,200,500,8.000000,4.500000,0.300000,2.157788,-1.709739,0.903295
309,200,500,8.000000,4.500000,0.350000,2.002137,-1.466780,0.888127
310,200,500,8.000000,4.500000,0.400000,1.847274,-1.236807,0.879951
311,200,500,8.000000,4.500000,0.450000,1.730109,-1.060676,0.880997
312,200,500,8.000000,4.500000,0.500000,1.622059,-0.903734,0.870927
313,200,500,8.000000,4.500000,0.550000,1.535198,-0.772730,0.865013
314,200,500,8.000000,4.500000,0.600000,1.451539,-0.652327,0.858409
315,200,500,8.000000,4.500000,0.650000,1.389573,-0.555159,0.845909
316,200,500,8.000000,4.500000,0.700000,1.333670,-0.469278,0.830186
317,200,500,8.000000,4.500000,0.750000,1.281347,-0.388729,0.815612
318,200,500,8.000000,4.500000,0.800000,1.242688,-0.322209,0.798917
319,200,500,8.000000,4.500000,0.850000,1.203445,-0.255260,0.783949
320,200,500,8.000000,4.500000,0.900000,1.170226,-0.194665,0.766969
321,200,500,8.000000,4.500000,0.950000,1.138989,-0.137571,0.753782
322,200,500,8.000000,4.500000,1.000000,1.108001,-0.081601,0.740205
323,200,500,9.000000,5.000000,0.100000,3.972590,-4.464674,0.962613
324,200,500,9.000000,5.000000,0.150000,3.210278,-3.296330,0.927433
325,200,500,9.000000,5.000000,0.200000,2.753411,-2.595115,0.891245
326,200,500,9.000000,5.000000,0.250000,2.438126,-2.112222,0.876156
327,200,500,9.000000,5.000000,0.300000,2.199288,-1.753376,0.858561
328,200,500,9.000000,5.000000,0.350000,2.023282,-1.486127,0.849700
329,200,500,9.000000,5.000000,0.400000,1.878683,-1.267436,0.841178
330,200,500,9.000000,5.000000,0.450000,1.747343,-1.075004,0.839036
331,200,500,9.000000,5.000000,0.500000,1.643608,-0.922031,0.829158
332,200,500,9.000000,5.000000,0.550000,1.550766,-0.784616,0.826145
333,200,500,9.000000,5.000000,0.600000,1.466307,-0.662878,0.819180
334,200,500,9.000000,5.000000,0.650000,1.400400,-0.564350,0.808142
335,200,500,9.000000,5.000000,0.700000,1.347333,-0.480647,0.787802
336,200,500,9.000000,5.000000,0.750000,1.298675,-0.403988,0.768277
337,200,500,9.000000,5.000000,0.800000,1.260189,-0.335531,0.747791
338,200,500,9.000000,5.000000,0.850000,1.217288,-0.265836,0.729530
339,200,500,9.000000,5.000000,0.900000,1.183175,-0.205447,0.712046
340,200,500,9.000000,5.000000,0.950000,1.152842,-0.149159,0.695757
341,200,500,9.000000,5.000000,1.000000,1.124964,-0.095133,0.679082
342,200,500,10.000000,5.500000,0.100000,4.088577,-4.613591,0.939830
343,200,500,10.000000,5.500000,0.150000,3.254356,-3.345681,0.889247
344,200,500,10.000000,5.500000,0.200000,2.791169,-2.637889,0.852769
345,200,500,10.000000,5.500000,0.250000,2.479126,-2.162639,0.834495
346,200,500,10.000000,5.500000,0.300000,2.240326,-1.796498,0.819544
347,200,500,10.000000,5.500000,0.350000,2.051655,-1.514288,0.802444
348,200,500,10.000000,5.500000,0.400000,1.899468,-1.287378,0.800229
349,200,500,10.000000,5.500000,0.450000,1.768956,-1.094735,0.789396
350,200,500,10.000000,5.500000,0.500000,1.659522,-0.933295,0.787959
351,200,500,10.000000,5.500000,0.550000,1.574302,-0.805616,0.782044
352,200,500,10.000000,5.500000,0.600000,1.487139,-0.680449,0.770401
353,200,500,10.000000,5.500000,0.650000,1.416495,-0.577196,0.762397
354,200,500,10.000000,5.500000,0.700000,1.363673,-0.493812,0.739275
355,200,500,10.000000,5.500000,0.750000,1.317738,-0.417621,0.714873
356,200,500,10.000000,5.500000,0.800000,1.274394,-0.346587,0.694947
357,200,500,10.000000,5.500000,0.850000,1.233288,-0.278187,0.680045
358,200,500,10.000000,5.500000,0.900000,1.198741,-0.217063,0.664462
359,200,500,10.000000,5.500000,0.950000,1.169762,-0.161604,0.644275
360,200,500,10.000000,5.500000,1.000000,1.139683,-0.106577,0.631363
361,200,500,11.000000,6.000000,0.100000,4.162448,-4.700682,0.911121
362,200,500,11.000000,6.000000,0.150000,3.333905,-3.441191,0.851197
363,200,500,11.000000,6.000000,0.200000,2.848641,-2.700682,0.810521
364,200,500,11.000000,6.000000,0.250000,2.504807,-2.187538,0.784534
365,200,500,11.000000,6.000000,0.300000,2.275965,-1.834629,0.771438
366,200,500,11.000000,6.000000,0.350000,2.069007,-1.532715,0.764496
367,200,500,11.000000,6.000000,0.400000,1.933241,-1.321584,0.758423
368,200,500,11.000000,6.000000,0.450000,1.788732,-1.112124,0.749877
369,200,500,11.000000,6.000000,0.500000,1.679915,-0.951218,0.741350
370,200,500,11.000000,6.000000,0.550000,1.580261,-0.808862,0.739081
371,200,500,11.000000,6.000000,0.600000,1.507800,-0.698046,0.729507
372,200,500,11.000000,6.000000,0.650000,1.433750,-0.590241,0.717613
373,200,500,11.000000,6.000000,0.700000,1.378423,-0.504756,0.696521
374,200,500,11.000000,6.000000,0.750000,1.326580,-0.424265,0.674301
