,m,n,snr,p,nsspecfit_slope,nsspecfit_intercept,nsspecfit_r2
1802,500,500,15.000000,0.900000,1.076957,-0.128030,0.999931
1803,500,500,15.000000,0.950000,1.038762,-0.062159,0.999947
1804,500,500,15.000000,1.000000,1.002569,-0.000706,0.999977
1805,500,500,16.000000,0.100000,3.524690,-4.730720,0.998939
1806,500,500,16.000000,0.150000,2.876883,-3.498618,0.999307
1807,500,500,16.000000,0.200000,2.471969,-2.732600,0.999452
1808,500,500,16.000000,0.250000,2.201010,-2.216667,0.999663
1809,500,500,16.000000,0.300000,2.002076,-1.842664,0.999699
1810,500,500,16.000000,0.350000,1.853056,-1.556704,0.999681
1811,500,500,16.000000,0.400000,1.729780,-1.322666,0.999789
1812,500,500,16.000000,0.450000,1.613512,-1.110228,0.999816
1813,500,500,16.000000,0.500000,1.531413,-0.951756,0.999821
1814,500,500,16.000000,0.550000,1.446749,-0.797670,0.999853
1815,500,500,16.000000,0.600000,1.377564,-0.669480,0.999868
1816,500,500,16.000000,0.650000,1.314871,-0.556004,0.999878
1817,500,500,16.000000,0.700000,1.259502,-0.453670,0.999897
1818,500,500,16.000000,0.750000,1.207570,-0.360747,0.999901
1819,500,500,16.000000,0.800000,1.162790,-0.278540,0.999913
1820,500,500,16.000000,0.850000,1.118183,-0.200387,0.999925
1821,500,500,16.000000,0.900000,1.076864,-0.127970,0.999936
1822,500,500,16.000000,0.950000,1.038274,-0.061796,0.999948
1823,500,500,16.000000,1.000000,1.002714,-0.000868,0.999977
1824,500,500,17.000000,0.100000,3.563105,-4.793396,0.998709
1825,500,500,17.000000,0.150000,2.877048,-3.495544,0.999229
1826,500,500,17.000000,0.200000,2.481261,-2.745909,0.999505
1827,500,500,17.000000,0.250000,2.214491,-2.237858,0.999592
1828,500,500,17.000000,0.300000,2.011911,-1.854539,0.999665
1829,500,500,17.000000,0.350000,1.855394,-1.559741,0.999742
1830,500,500,17.000000,0.400000,1.724722,-1.314726,0.999769
1831,500,500,17.000000,0.450000,1.616938,-1.115998,0.999807
1832,500,500,17.000000,0.500000,1.523612,-0.941969,0.999823
1833,500,500,17.000000,0.550000,1.449166,-0.801453,0.999847
1834,500,500,17.000000,0.600000,1.378055,-0.669758,0.999871
1835,500,500,17.000000,0.650000,1.317451,-0.557769,0.999889
1836,500,500,17.000000,0.700000,1.262844,-0.456668,0.999892
1837,500,500,17.000000,0.750000,1.208512,-0.361242,0.999906
1838,500,500,17.000000,0.800000,1.162266,-0.278288,0.999923
1839,500,500,17.000000,0.850000,1.117065,-0.198705,0.999919
1840,500,500,17.000000,0.900000,1.077502,-0.128845,0.999933
1841,500,500,17.000000,0.950000,1.038839,-0.062306,0.999942
1842,500,500,17.000000,1.000000,1.002736,-0.000911,0.999979
1843,500,500,18.000000,0.100000,3.569217,-4.804706,0.998943
1844,500,500,18.000000,0.150000,2.876428,-3.495635,0.999357
1845,500,500,18.000000,0.200000,2.471484,-2.730338,0.999585
1846,500,500,18.000000,0.250000,2.203884,-2.222035,0.999600
1847,500,500,18.000000,0.300000,2.007831,-1.849510,0.999646
1848,500,500,18.000000,0.350000,1.847555,-1.551006,0.999780
1849,500,500,18.000000,0.400000,1.724034,-1.315184,0.999818
1850,500,500,18.000000,0.450000,1.623738,-1.122476,0.999807
1851,500,500,18.000000,0.500000,1.530452,-0.949853,0.999836
1852,500,500,18.000000,0.550000,1.450780,-0.801992,0.999862
1853,500,500,18.000000,0.600000,1.378626,-0.670810,0.999862
1854,500,500,18.000000,0.650000,1.315053,-0.555245,0.999876
1855,500,500,18.000000,0.700000,1.259292,-0.453904,0.999887
1856,500,500,18.000000,0.750000,1.208790,-0.361343,0.999900
1857,500,500,18.000000,0.800000,1.160744,-0.276148,0.999912
1858,500,500,18.000000,0.850000,1.118047,-0.199696,0.999918
1859,500,500,18.000000,0.900000,1.077036,-0.128275,0.999933
1860,500,500,18.000000,0.950000,1.038567,-0.062196,0.999949
1861,500,500,18.000000,1.000000,1.002634,-0.000826,0.999978
1862,500,500,19.000000,0.100000,3.573349,-4.806806,0.998743
1863,500,500,19.000000,0.150000,2.877720,-3.497474,0.999242
1864,500,500,19.000000,0.200000,2.482724,-2.745861,0.999554
1865,500,500,19.000000,0.250000,2.211042,-2.234265,0.999597
1866,500,500,19.000000,0.300000,2.013349,-1.858107,0.999696
1867,500,500,19.000000,0.350000,1.850901,-1.553723,0.999730
1868,500,500,19.000000,0.400000,1.727257,-1.319360,0.999788
1869,500,500,19.000000,0.450000,1.618838,-1.118809,0.999800
1870,500,500,19.000000,0.500000,1.527606,-0.947362,0.999827
1871,500,500,19.000000,0.550000,1.450074,-0.801728,0.999869
1872,500,500,19.000000,0.600000,1.378090,-0.670791,0.999863
1873,500,500,19.000000,0.650000,1.316536,-0.556690,0.999876
1874,500,500,19.000000,0.700000,1.259173,-0.453622,0.999894
1875,500,500,19.000000,0.750000,1.208144,-0.360702,0.999915
1876,500,500,19.000000,0.800000,1.160694,-0.275620,0.999915
1877,500,500,19.000000,0.850000,1.117511,-0.199877,0.999921
1878,500,500,19.000000,0.900000,1.076879,-0.127986,0.999924
1879,500,500,19.000000,0.950000,1.038579,-0.062131,0.999947
1880,500,500,19.000000,1.000000,1.002631,-0.000798,0.999976
1881,500,500,20.000000,0.100000,3.563392,-4.792360,0.999047
1882,500,500,20.000000,0.150000,2.867988,-3.480092,0.999198
1883,500,500,20.000000,0.200000,2.478636,-2.742208,0.999494
1884,500,500,20.000000,0.250000,2.208531,-2.228162,0.999680
1885,500,500,20.000000,0.300000,2.006805,-1.850066,0.999641
1886,500,500,20.000000,0.350000,1.848830,-1.550888,0.999745
1887,500,500,20.000000,0.400000,1.717951,-1.309222,0.999771
1888,500,500,20.000000,0.450000,1.613199,-1.110580,0.999830
1889,500,500,20.000000,0.500000,1.529832,-0.950421,0.999820
1890,500,500,20.000000,0.550000,1.450632,-0.802240,0.999860
1891,500,500,20.000000,0.600000,1.379149,-0.671895,0.999888
1892,500,500,20.000000,0.650000,1.315845,-0.555892,0.999874
1893,500,500,20.000000,0.700000,1.261263,-0.455913,0.999898
1894,500,500,20.000000,0.750000,1.206371,-0.358810,0.999905
1895,500,500,20.000000,0.800000,1.161530,-0.276678,0.999911
1896,500,500,20.000000,0.850000,1.117028,-0.198827,0.999919
1897,500,500,20.000000,0.900000,1.077021,-0.127968,0.999931
1898,500,500,20.000000,0.950000,1.038270,-0.061853,0.999944
1899,500,500,20.000000,1.000000,1.002760,-0.000904,0.999976
