,m,n,snr,p,nsspecfit_slope,nsspecfit_intercept,nsspecfit_r2
955,300,500,11.000000,0.350000,1.853283,-1.400200,0.999609
956,300,500,11.000000,0.400000,1.721779,-1.182249,0.999668
957,300,500,11.000000,0.450000,1.615897,-1.004805,0.999690
958,300,500,11.000000,0.500000,1.519345,-0.849282,0.999718
959,300,500,11.000000,0.550000,1.442491,-0.722393,0.999779
960,300,500,11.000000,0.600000,1.371848,-0.607562,0.999785
961,300,500,11.000000,0.650000,1.305824,-0.500685,0.999775
962,300,500,11.000000,0.700000,1.252368,-0.413669,0.999814
963,300,500,11.000000,0.750000,1.198555,-0.329535,0.999835
964,300,500,11.000000,0.800000,1.150714,-0.252936,0.999828
965,300,500,11.000000,0.850000,1.110680,-0.185294,0.999852
966,300,500,11.000000,0.900000,1.070960,-0.119173,0.999852
967,300,500,11.000000,0.950000,1.036271,-0.058823,0.999873
968,300,500,11.000000,1.000000,1.004117,-0.001782,0.999951
969,300,500,12.000000,0.100000,3.578223,-4.289734,0.998424
970,300,500,12.000000,0.150000,2.894653,-3.144209,0.998713
971,300,500,12.000000,0.200000,2.491451,-2.465035,0.999110
972,300,500,12.000000,0.250000,2.212870,-2.001940,0.999342
973,300,500,12.000000,0.300000,2.008896,-1.661811,0.999515
974,300,500,12.000000,0.350000,1.849123,-1.396286,0.999613
975,300,500,12.000000,0.400000,1.722145,-1.185158,0.999664
976,300,500,12.000000,0.450000,1.610840,-0.999972,0.999683
977,300,500,12.000000,0.500000,1.526616,-0.856040,0.999691
978,300,500,12.000000,0.550000,1.441466,-0.720579,0.999755
979,300,500,12.000000,0.600000,1.372071,-0.606234,0.999790
980,300,500,12.000000,0.650000,1.304158,-0.499439,0.999825
981,300,500,12.000000,0.700000,1.251583,-0.412715,0.999801
982,300,500,12.000000,0.750000,1.199152,-0.329769,0.999822
983,300,500,12.000000,0.800000,1.151104,-0.253268,0.999848
984,300,500,12.000000,0.850000,1.109521,-0.184608,0.999833
985,300,500,12.000000,0.900000,1.071108,-0.119562,0.999846
986,300,500,12.000000,0.950000,1.035858,-0.058685,0.999868
987,300,500,12.000000,1.000000,1.004133,-0.001726,0.999939
988,300,500,13.000000,0.100000,3.570191,-4.277236,0.998178
989,300,500,13.000000,0.150000,2.904954,-3.154188,0.999026
990,300,500,13.000000,0.200000,2.491997,-2.466474,0.999140
991,300,500,13.000000,0.250000,2.206382,-1.995289,0.999391
992,300,500,13.000000,0.300000,2.013623,-1.669490,0.999493
993,300,500,13.000000,0.350000,1.852596,-1.399057,0.999554
994,300,500,13.000000,0.400000,1.724389,-1.184761,0.999638
995,300,500,13.000000,0.450000,1.615856,-1.006698,0.999726
996,300,500,13.000000,0.500000,1.518178,-0.848508,0.999715
997,300,500,13.000000,0.550000,1.443238,-0.722582,0.999747
998,300,500,13.000000,0.600000,1.369111,-0.603542,0.999792
999,300,500,13.000000,0.650000,1.310375,-0.505708,0.999803
1000,300,500,13.000000,0.700000,1.251641,-0.413078,0.999810
1001,300,500,13.000000,0.750000,1.199157,-0.329525,0.999848
1002,300,500,13.000000,0.800000,1.150535,-0.253017,0.999830
1003,300,500,13.000000,0.850000,1.107369,-0.182134,0.999846
1004,300,500,13.000000,0.900000,1.070469,-0.119008,0.999854
1005,300,500,13.000000,0.950000,1.035191,-0.058155,0.999884
1006,300,500,13.000000,1.000000,1.004301,-0.001845,0.999943
1007,300,500,14.000000,0.100000,3.603774,-4.326441,0.998343
1008,300,500,14.000000,0.150000,2.901680,-3.145940,0.999081
1009,300,500,14.000000,0.200000,2.501668,-2.478006,0.999184
1010,300,500,14.000000,0.250000,2.208535,-1.994850,0.999401
1011,300,500,14.000000,0.300000,2.003291,-1.654925,0.999470
1012,300,500,14.000000,0.350000,1.854591,-1.400594,0.999556
1013,300,500,14.000000,0.400000,1.715361,-1.175894,0.999652
1014,300,500,14.000000,0.450000,1.610317,-0.999157,0.999610
1015,300,500,14.000000,0.500000,1.521881,-0.851871,0.999767
1016,300,500,14.000000,0.550000,1.439961,-0.719251,0.999750
1017,300,500,14.000000,0.600000,1.370655,-0.604156,0.999771
1018,300,500,14.000000,0.650000,1.308181,-0.504600,0.999831
1019,300,500,14.000000,0.700000,1.247105,-0.407886,0.999829
1020,300,500,14.000000,0.750000,1.199563,-0.329027,0.999835
1021,300,500,14.000000,0.800000,1.150057,-0.252041,0.999838
1022,300,500,14.000000,0.850000,1.106757,-0.181154,0.999843
1023,300,500,14.000000,0.900000,1.069213,-0.117524,0.999857
1024,300,500,14.000000,0.950000,1.034501,-0.057042,0.999870
1025,300,500,14.000000,1.000000,1.004029,-0.001645,0.999941
1026,300,500,15.000000,0.100000,3.594518,-4.310466,0.998372
1027,300,500,15.000000,0.150000,2.911434,-3.168713,0.999024
1028,300,500,15.000000,0.200000,2.499815,-2.479150,0.999173
1029,300,500,15.000000,0.250000,2.211165,-1.997643,0.999350
1030,300,500,15.000000,0.300000,2.012254,-1.665778,0.999495
1031,300,500,15.000000,0.350000,1.851702,-1.397008,0.999581
1032,300,500,15.000000,0.400000,1.723112,-1.185187,0.999615
1033,300,500,15.000000,0.450000,1.612543,-1.001947,0.999723
1034,300,500,15.000000,0.500000,1.523113,-0.851601,0.999732
1035,300,500,15.000000,0.550000,1.444677,-0.723556,0.999706
1036,300,500,15.000000,0.600000,1.367421,-0.602756,0.999757
1037,300,500,15.000000,0.650000,1.309332,-0.505218,0.999823
1038,300,500,15.000000,0.700000,1.247493,-0.408252,0.999834
1039,300,500,15.000000,0.750000,1.199378,-0.329573,0.999840
1040,300,500,15.000000,0.800000,1.151556,-0.253491,0.999827
1041,300,500,15.000000,0.850000,1.107035,-0.181026,0.999844
1042,300,500,15.000000,0.900000,1.069649,-0.118156,0.999859
1043,300,500,15.000000,0.950000,1.035532,-0.058362,0.999873
1044,300,500,15.000000,1.000000,1.004298,-0.001805,0.999934
1045,300,500,16.000000,0.100000,3.601858,-4.321108,0.997922
1046,300,500,16.000000,0.150000,2.894907,-3.141175,0.998975
1047,300,500,16.000000,0.200000,2.478782,-2.450868,0.999167
1048,300,500,16.000000,0.250000,2.218743,-2.005216,0.999360
1049,300,500,16.000000,0.300000,1.998882,-1.650229,0.999423
1050,300,500,16.000000,0.350000,1.852001,-1.398142,0.999525
1051,300,500,16.000000,0.400000,1.722460,-1.184264,0.999636
1052,300,500,16.000000,0.450000,1.611937,-1.002126,0.999669
1053,300,500,16.000000,0.500000,1.523098,-0.854369,0.999747
1054,300,500,16.000000,0.550000,1.441065,-0.719945,0.999742
1055,300,500,16.000000,0.600000,1.371243,-0.606089,0.999723
1056,300,500,16.000000,0.650000,1.304736,-0.501543,0.999781
1057,300,500,16.000000,0.700000,1.248866,-0.409259,0.999808
1058,300,500,16.000000,0.750000,1.197134,-0.327261,0.999832
1059,300,500,16.000000,0.800000,1.151316,-0.253539,0.999817
1060,300,500,16.000000,0.850000,1.108762,-0.182689,0.999842
1061,300,500,16.000000,0.900000,1.070377,-0.119022,0.999859
1062,300,500,16.000000,0.950000,1.035043,-0.057790,0.999878
1063,300,500,16.000000,1.000000,1.004189,-0.001772,0.999940
1064,300,500,17.000000,0.100000,3.625541,-4.357915,0.998039
1065,300,500,17.000000,0.150000,2.906231,-3.156460,0.998792
1066,300,500,17.000000,0.200000,2.488550,-2.463366,0.999290
1067,300,500,17.000000,0.250000,2.221191,-2.010971,0.999409
1068,300,500,17.000000,0.300000,2.008769,-1.658829,0.999552
1069,300,500,17.000000,0.350000,1.857963,-1.403942,0.999581
1070,300,500,17.000000,0.400000,1.722741,-1.183042,0.999639
1071,300,500,17.000000,0.450000,1.610583,-1.000508,0.999675
1072,300,500,17.000000,0.500000,1.521078,-0.850768,0.999716
1073,300,500,17.000000,0.550000,1.440361,-0.719878,0.999746
1074,300,500,17.000000,0.600000,1.374773,-0.608989,0.999749
1075,300,500,17.000000,0.650000,1.307842,-0.504591,0.999814
1076,300,500,17.000000,0.700000,1.249197,-0.410243,0.999819
1077,300,500,17.000000,0.750000,1.201337,-0.330782,0.999840
1078,300,500,17.000000,0.800000,1.151775,-0.253388,0.999849
1079,300,500,17.000000,0.850000,1.109004,-0.184047,0.999853
1080,300,500,17.000000,0.900000,1.068460,-0.116622,0.999859
1081,300,500,17.000000,0.950000,1.035269,-0.057882,0.999875
1082,300,500,17.000000,1.000000,1.004091,-0.001640,0.999946
1083,300,500,18.000000,0.100000,3.626862,-4.360265,0.998316
1084,300,500,18.000000,0.150000,2.899802,-3.153997,0.998850
1085,300,500,18.000000,0.200000,2.494349,-2.468440,0.999128
1086,300,500,18.000000,0.250000,2.220288,-2.012196,0.999358
1087,300,500,18.000000,0.300000,2.007121,-1.655891,0.999405
1088,300,500,18.000000,0.350000,1.849081,-1.394552,0.999575
1089,300,500,18.000000,0.400000,1.723667,-1.184032,0.999641
1090,300,500,18.000000,0.450000,1.612334,-1.001042,0.999683
1091,300,500,18.000000,0.500000,1.519464,-0.850114,0.999714
1092,300,500,18.000000,0.550000,1.441873,-0.721586,0.999701
1093,300,500,18.000000,0.600000,1.372102,-0.606741,0.999795
1094,300,500,18.000000,0.650000,1.310339,-0.505913,0.999803
1095,300,500,18.000000,0.700000,1.250482,-0.411435,0.999825
1096,300,500,18.000000,0.750000,1.198800,-0.328929,0.999816
1097,300,500,18.000000,0.800000,1.149247,-0.250785,0.999843
1098,300,500,18.000000,0.850000,1.108503,-0.183146,0.999851
1099,300,500,18.000000,0.900000,1.069339,-0.117710,0.999848
1100,300,500,18.000000,0.950000,1.036178,-0.059047,0.999875
1101,300,500,18.000000,1.000000,1.004268,-0.001860,0.999936
1102,300,500,19.000000,0.100000,3.601553,-4.319630,0.998478
1103,300,500,19.000000,0.150000,2.914127,-3.169449,0.998609
1104,300,500,19.000000,0.200000,2.484368,-2.455341,0.999239
1105,300,500,19.000000,0.250000,2.212474,-2.002233,0.999363
1106,300,500,19.000000,0.300000,2.011081,-1.663192,0.999509
1107,300,500,19.000000,0.350000,1.853343,-1.398319,0.999549
1108,300,500,19.000000,0.400000,1.709691,-1.168307,0.999618
1109,300,500,19.000000,0.450000,1.611669,-1.001970,0.999731
1110,300,500,19.000000,0.500000,1.520640,-0.851837,0.999703
1111,300,500,19.000000,0.550000,1.440547,-0.719110,0.999743
1112,300,500,19.000000,0.600000,1.371293,-0.605525,0.999781
1113,300,500,19.000000,0.650000,1.307992,-0.504555,0.999831
1114,300,500,19.000000,0.700000,1.253198,-0.413408,0.999829
1115,300,500,19.000000,0.750000,1.198793,-0.328436,0.999825
1116,300,500,19.000000,0.800000,1.151180,-0.252639,0.999850
1117,300,500,19.000000,0.850000,1.107861,-0.182314,0.999852
1118,300,500,19.000000,0.900000,1.071051,-0.119552,0.999868
1119,300,500,19.000000,0.950000,1.035982,-0.058807,0.999874
1120,300,500,19.000000,1.000000,1.004073,-0.001670,0.999941
1121,300,500,20.000000,0.100000,3.630013,-4.362643,0.998408
1122,300,500,20.000000,0.150000,2.887372,-3.131431,0.998526
1123,300,500,20.000000,0.200000,2.485914,-2.459809,0.999237
1124,300,500,20.000000,0.250000,2.205277,-1.989318,0.999261
1125,300,500,20.000000,0.300000,2.014012,-1.669683,0.999472
1126,300,500,20.000000,0.350000,1.854553,-1.400117,0.999631
1127,300,500,20.000000,0.400000,1.719233,-1.180735,0.999645
1128,300,500,20.000000,0.450000,1.612907,-1.002208,0.999632
1129,300,500,20.000000,0.500000,1.522652,-0.852709,0.999739
1130,300,500,20.000000,0.550000,1.440684,-0.720895,0.999740
1131,300,500,20.000000,0.600000,1.371882,-0.605809,0.999799
1132,300,500,20.000000,0.650000,1.307487,-0.502143,0.999798
1133,300,500,20.000000,0.700000,1.251217,-0.411585,0.999827
1134,300,500,20.000000,0.750000,1.196399,-0.326552,0.999847
1135,300,500,20.000000,0.800000,1.150652,-0.251601,0.999827
1136,300,500,20.000000,0.850000,1.109031,-0.183397,0.999842
1137,300,500,20.000000,0.900000,1.070821,-0.119527,0.999844
1138,300,500,20.000000,0.950000,1.034104,-0.056812,0.999876
1139,300,500,20.000000,1.000000,1.004199,-0.001810,0.999943
1140,400,500,1.000000,0.100000,3.382001,-4.287469,0.998868
1141,400,500,1.000000,0.150000,2.786411,-3.192746,0.999300
1142,400,500,1.000000,0.200000,2.415138,-2.519333,0.999378
1143,400,500,1.000000,0.250000,2.167902,-2.066100,0.999611
1144,400,500,1.000000,0.300000,1.985843,-1.734313,0.999676
1145,400,500,1.000000,0.350000,1.825709,-1.449080,0.999696
1146,400,500,1.000000,0.400000,1.707241,-1.233038,0.999776
1147,400,500,1.000000,0.450000,1.605966,-1.050862,0.999773
1148,400,500,1.000000,0.500000,1.517209,-0.890944,0.999818
1149,400,500,1.000000,0.550000,1.440669,-0.755190,0.999846
1150,400,500,1.000000,0.600000,1.374053,-0.637135,0.999852
1151,400,500,1.000000,0.650000,1.307402,-0.523210,0.999867
1152,400,500,1.000000,0.700000,1.253497,-0.428745,0.999879
1153,400,500,1.000000,0.750000,1.201893,-0.340409,0.999889
1154,400,500,1.000000,0.800000,1.155116,-0.261522,0.999908
1155,400,500,1.000000,0.850000,1.111901,-0.187878,0.999913
1156,400,500,1.000000,0.900000,1.071479,-0.120588,0.999915
1157,400,500,1.000000,0.950000,1.035395,-0.059062,0.999927
1158,400,500,1.000000,1.000000,1.001793,-0.000710,0.999982
1159,400,500,2.000000,0.100000,3.397834,-4.310783,0.998893
1160,400,500,2.000000,0.150000,2.815582,-3.234030,0.999339
1161,400,500,2.000000,0.200000,2.440932,-2.553903,0.999438
1162,400,500,2.000000,0.250000,2.182748,-2.084725,0.999603
1163,400,500,2.000000,0.300000,1.990046,-1.737475,0.999669
1164,400,500,2.000000,0.350000,1.833864,-1.457020,0.999694
1165,400,500,2.000000,0.400000,1.716539,-1.242491,0.999718
1166,400,500,2.000000,0.450000,1.610775,-1.053079,0.999777
1167,400,500,2.000000,0.500000,1.522713,-0.895874,0.999809
1168,400,500,2.000000,0.550000,1.444507,-0.758093,0.999811
1169,400,500,2.000000,0.600000,1.375197,-0.636187,0.999843
1170,400,500,2.000000,0.650000,1.312612,-0.528251,0.999849
1171,400,500,2.000000,0.700000,1.256747,-0.431067,0.999866
1172,400,500,2.000000,0.750000,1.204597,-0.342100,0.999886
1173,400,500,2.000000,0.800000,1.158839,-0.264075,0.999902
1174,400,500,2.000000,0.850000,1.113935,-0.189530,0.999908
1175,400,500,2.000000,0.900000,1.074585,-0.123107,0.999903
1176,400,500,2.000000,0.950000,1.036658,-0.059608,0.999924
1177,400,500,2.000000,1.000000,1.002950,-0.001111,0.999971
1178,400,500,3.000000,0.100000,3.428980,-4.349355,0.998865
1179,400,500,3.000000,0.150000,2.812076,-3.222528,0.999243
1180,400,500,3.000000,0.200000,2.454577,-2.569419,0.999331
1181,400,500,3.000000,0.250000,2.187611,-2.087902,0.999553
1182,400,500,3.000000,0.300000,1.995279,-1.741575,0.999631
1183,400,500,3.000000,0.350000,1.844325,-1.467566,0.999700
1184,400,500,3.000000,0.400000,1.721814,-1.247374,0.999709
1185,400,500,3.000000,0.450000,1.616846,-1.061262,0.999762
1186,400,500,3.000000,0.500000,1.523272,-0.896326,0.999789
1187,400,500,3.000000,0.550000,1.442763,-0.754382,0.999820
1188,400,500,3.000000,0.600000,1.376199,-0.636299,0.999829
1189,400,500,3.000000,0.650000,1.311715,-0.526235,0.999857
1190,400,500,3.000000,0.700000,1.258768,-0.433199,0.999861
1191,400,500,3.000000,0.750000,1.205213,-0.342604,0.999883
1192,400,500,3.000000,0.800000,1.160583,-0.265401,0.999890
1193,400,500,3.000000,0.850000,1.114090,-0.188981,0.999890
1194,400,500,3.000000,0.900000,1.074116,-0.122293,0.999913
1195,400,500,3.000000,0.950000,1.037488,-0.060541,0.999922
1196,400,500,3.000000,1.000000,1.003182,-0.001226,0.999968
1197,400,500,4.000000,0.100000,3.467372,-4.402546,0.998870
1198,400,500,4.000000,0.150000,2.843007,-3.271009,0.999336
1199,400,500,4.000000,0.200000,2.449125,-2.560379,0.999263
1200,400,500,4.000000,0.250000,2.188357,-2.089017,0.999567
1201,400,500,4.000000,0.300000,1.991429,-1.736534,0.999634
1202,400,500,4.000000,0.350000,1.852557,-1.477929,0.999674
1203,400,500,4.000000,0.400000,1.721385,-1.248075,0.999715
1204,400,500,4.000000,0.450000,1.616157,-1.057628,0.999731
1205,400,500,4.000000,0.500000,1.526289,-0.898691,0.999787
1206,400,500,4.000000,0.550000,1.449149,-0.762291,0.999836
1207,400,500,4.000000,0.600000,1.373666,-0.634146,0.999855
1208,400,500,4.000000,0.650000,1.314099,-0.528892,0.999880
1209,400,500,4.000000,0.700000,1.257885,-0.432233,0.999874
1210,400,500,4.000000,0.750000,1.205205,-0.342504,0.999876
1211,400,500,4.000000,0.800000,1.158440,-0.263238,0.999899
1212,400,500,4.000000,0.850000,1.115266,-0.190185,0.999911
1213,400,500,4.000000,0.900000,1.074215,-0.122691,0.999909
1214,400,500,4.000000,0.950000,1.036828,-0.059628,0.999923
1215,400,500,4.000000,1.000000,1.003308,-0.001319,0.999967
1216,400,500,5.000000,0.100000,3.482512,-4.425049,0.998752
1217,400,500,5.000000,0.150000,2.852210,-3.279322,0.999093
1218,400,500,5.000000,0.200000,2.447230,-2.557514,0.999432
1219,400,500,5.000000,0.250000,2.209963,-2.116290,0.999606
1220,400,500,5.000000,0.300000,2.003598,-1.749982,0.999568
1221,400,500,5.000000,0.350000,1.850205,-1.475484,0.999678
1222,400,500,5.000000,0.400000,1.722573,-1.246778,0.999762
1223,400,500,5.000000,0.450000,1.611692,-1.052866,0.999769
1224,400,500,5.000000,0.500000,1.525683,-0.899173,0.999781
1225,400,500,5.000000,0.550000,1.450797,-0.764336,0.999828
1226,400,500,5.000000,0.600000,1.377425,-0.637215,0.999833
1227,400,500,5.000000,0.650000,1.311507,-0.526139,0.999862
1228,400,500,5.000000,0.700000,1.258122,-0.431613,0.999870
1229,400,500,5.000000,0.750000,1.206451,-0.343768,0.999886
1230,400,500,5.000000,0.800000,1.158348,-0.263258,0.999900
1231,400,500,5.000000,0.850000,1.114204,-0.189695,0.999889
1232,400,500,5.000000,0.900000,1.074108,-0.122280,0.999912
1233,400,500,5.000000,0.950000,1.037199,-0.060080,0.999926
1234,400,500,5.000000,1.000000,1.003262,-0.001222,0.999965
1235,400,500,6.000000,0.100000,3.513230,-4.461669,0.998671
1236,400,500,6.000000,0.150000,2.857556,-3.285748,0.998917
1237,400,500,6.000000,0.200000,2.454674,-2.566613,0.999386
1238,400,500,6.000000,0.250000,2.194997,-2.096534,0.999479
1239,400,500,6.000000,0.300000,2.004952,-1.751933,0.999668
1240,400,500,6.000000,0.350000,1.850116,-1.474737,0.999715
1241,400,500,6.000000,0.400000,1.725858,-1.251042,0.999691
1242,400,500,6.000000,0.450000,1.614311,-1.055503,0.999735
1243,400,500,6.000000,0.500000,1.525975,-0.898940,0.999782
1244,400,500,6.000000,0.550000,1.442969,-0.755646,0.999818
1245,400,500,6.000000,0.600000,1.375891,-0.636949,0.999816
1246,400,500,6.000000,0.650000,1.312836,-0.527275,0.999837
1247,400,500,6.000000,0.700000,1.256796,-0.430558,0.999862
1248,400,500,6.000000,0.750000,1.207730,-0.345109,0.999880
1249,400,500,6.000000,0.800000,1.158958,-0.263571,0.999893
1250,400,500,6.000000,0.850000,1.114361,-0.189240,0.999906
1251,400,500,6.000000,0.900000,1.073798,-0.122047,0.999904
1252,400,500,6.000000,0.950000,1.036603,-0.059519,0.999924
1253,400,500,6.000000,1.000000,1.003137,-0.001150,0.999964
1254,400,500,7.000000,0.100000,3.516456,-4.469906,0.998589
1255,400,500,7.000000,0.150000,2.864807,-3.296317,0.999165
1256,400,500,7.000000,0.200000,2.476148,-2.596135,0.999352
1257,400,500,7.000000,0.250000,2.194720,-2.098139,0.999510
1258,400,500,7.000000,0.300000,1.996058,-1.740747,0.999625
1259,400,500,7.000000,0.350000,1.842721,-1.466042,0.999668
1260,400,500,7.000000,0.400000,1.719140,-1.243750,0.999743
1261,400,500,7.000000,0.450000,1.623558,-1.068240,0.999736
1262,400,500,7.000000,0.500000,1.524732,-0.897271,0.999771
1263,400,500,7.000000,0.550000,1.443278,-0.753794,0.999831
1264,400,500,7.000000,0.600000,1.377901,-0.638972,0.999827
1265,400,500,7.000000,0.650000,1.313721,-0.528343,0.999862
1266,400,500,7.000000,0.700000,1.257254,-0.430964,0.999861
1267,400,500,7.000000,0.750000,1.206221,-0.343422,0.999880
1268,400,500,7.000000,0.800000,1.158674,-0.262847,0.999904
1269,400,500,7.000000,0.850000,1.113622,-0.188708,0.999891
1270,400,500,7.000000,0.900000,1.073980,-0.121968,0.999918
1271,400,500,7.000000,0.950000,1.037422,-0.060143,0.999924
1272,400,500,7.000000,1.000000,1.003288,-0.001202,0.999963
1273,400,500,8.000000,0.100000,3.538527,-4.506159,0.998455
1274,400,500,8.000000,0.150000,2.882699,-3.324531,0.999152
1275,400,500,8.000000,0.200000,2.476385,-2.596729,0.999397
1276,400,500,8.000000,0.250000,2.196713,-2.099489,0.999456
1277,400,500,8.000000,0.300000,2.008639,-1.755327,0.999603
1278,400,500,8.000000,0.350000,1.842203,-1.463953,0.999643
1279,400,500,8.000000,0.400000,1.725935,-1.249292,0.999745
1280,400,500,8.000000,0.450000,1.618456,-1.062408,0.999745
1281,400,500,8.000000,0.500000,1.527419,-0.900528,0.999795
1282,400,500,8.000000,0.550000,1.447720,-0.759978,0.999827
1283,400,500,8.000000,0.600000,1.376705,-0.637045,0.999829
1284,400,500,8.000000,0.650000,1.312367,-0.526883,0.999831
1285,400,500,8.000000,0.700000,1.259611,-0.433269,0.999865
1286,400,500,8.000000,0.750000,1.206781,-0.344458,0.999882
1287,400,500,8.000000,0.800000,1.160065,-0.264463,0.999887
1288,400,500,8.000000,0.850000,1.115296,-0.190499,0.999912
1289,400,500,8.000000,0.900000,1.074163,-0.122275,0.999917
1290,400,500,8.000000,0.950000,1.037101,-0.059946,0.999922
1291,400,500,8.000000,1.000000,1.003118,-0.001095,0.999969
1292,400,500,9.000000,0.100000,3.528594,-4.490294,0.998683
1293,400,500,9.000000,0.150000,2.853194,-3.284869,0.999147
1294,400,500,9.000000,0.200000,2.481799,-2.602903,0.999449
1295,400,500,9.000000,0.250000,2.212514,-2.117828,0.999505
1296,400,500,9.000000,0.300000,2.008087,-1.755916,0.999590
1297,400,500,9.000000,0.350000,1.850656,-1.475339,0.999710
1298,400,500,9.000000,0.400000,1.726189,-1.253049,0.999735
1299,400,500,9.000000,0.450000,1.619744,-1.064047,0.999740
1300,400,500,9.000000,0.500000,1.532400,-0.904903,0.999808
1301,400,500,9.000000,0.550000,1.449009,-0.763054,0.999827
1302,400,500,9.000000,0.600000,1.378225,-0.638149,0.999830
1303,400,500,9.000000,0.650000,1.314739,-0.529669,0.999867
1304,400,500,9.000000,0.700000,1.258188,-0.432494,0.999867
1305,400,500,9.000000,0.750000,1.205912,-0.342882,0.999878
1306,400,500,9.000000,0.800000,1.158699,-0.262526,0.999897
1307,400,500,9.000000,0.850000,1.115029,-0.190115,0.999902
1308,400,500,9.000000,0.900000,1.074893,-0.123025,0.999910
1309,400,500,9.000000,0.950000,1.037103,-0.060023,0.999921
1310,400,500,9.000000,1.000000,1.003138,-0.001064,0.999967
1311,400,500,10.000000,0.100000,3.563610,-4.536941,0.998780
1312,400,500,10.000000,0.150000,2.866248,-3.299976,0.999166
1313,400,500,10.000000,0.200000,2.474481,-2.592475,0.999460
1314,400,500,10.000000,0.250000,2.205376,-2.113320,0.999540
1315,400,500,10.000000,0.300000,2.009192,-1.756885,0.999600
1316,400,500,10.000000,0.350000,1.849168,-1.472695,0.999679
1317,400,500,10.000000,0.400000,1.726390,-1.251678,0.999711
1318,400,500,10.000000,0.450000,1.614708,-1.057097,0.999766
1319,400,500,10.000000,0.500000,1.523311,-0.896537,0.999805
1320,400,500,10.000000,0.550000,1.445478,-0.757159,0.999789
1321,400,500,10.000000,0.600000,1.376509,-0.636417,0.999837
1322,400,500,10.000000,0.650000,1.317782,-0.532866,0.999834
1323,400,500,10.000000,0.700000,1.258890,-0.432564,0.999874
1324,400,500,10.000000,0.750000,1.209980,-0.347931,0.999876
1325,400,500,10.000000,0.800000,1.160372,-0.265475,0.999891
1326,400,500,10.000000,0.850000,1.116381,-0.191573,0.999909
1327,400,500,10.000000,0.900000,1.073892,-0.121979,0.999910
1328,400,500,10.000000,0.950000,1.037465,-0.060588,0.999921
1329,400,500,10.000000,1.000000,1.003295,-0.001301,0.999964
1330,400,500,11.000000,0.100000,3.565397,-4.544548,0.998651
1331,400,500,11.000000,0.150000,2.865265,-3.298231,0.999215
1332,400,500,11.000000,0.200000,2.478651,-2.598028,0.999361
1333,400,500,11.000000,0.250000,2.209082,-2.117217,0.999468
1334,400,500,11.000000,0.300000,2.016180,-1.765712,0.999594
1335,400,500,11.000000,0.350000,1.859916,-1.486090,0.999664
1336,400,500,11.000000,0.400000,1.725048,-1.249436,0.999733
1337,400,500,11.000000,0.450000,1.619946,-1.062284,0.999759
1338,400,500,11.000000,0.500000,1.529914,-0.903243,0.999759
1339,400,500,11.000000,0.550000,1.446004,-0.759782,0.999796
1340,400,500,11.000000,0.600000,1.378535,-0.638937,0.999845
1341,400,500,11.000000,0.650000,1.314070,-0.527908,0.999865
1342,400,500,11.000000,0.700000,1.257292,-0.431045,0.999872
1343,400,500,11.000000,0.750000,1.207072,-0.344802,0.999896
1344,400,500,11.000000,0.800000,1.159564,-0.264010,0.999881
1345,400,500,11.000000,0.850000,1.116379,-0.191684,0.999904
1346,400,500,11.000000,0.900000,1.074983,-0.123162,0.999907
1347,400,500,11.000000,0.950000,1.037653,-0.060405,0.999925
1348,400,500,11.000000,1.000000,1.003371,-0.001335,0.999966
1349,400,500,12.000000,0.100000,3.529730,-4.493545,0.998631
1350,400,500,12.000000,0.150000,2.878145,-3.316039,0.999012
1351,400,500,12.000000,0.200000,2.477266,-2.594952,0.999408
1352,400,500,12.000000,0.250000,2.208979,-2.115405,0.999588
1353,400,500,12.000000,0.300000,2.006511,-1.752322,0.999579
1354,400,500,12.000000,0.350000,1.855978,-1.480991,0.999669
1355,400,500,12.000000,0.400000,1.724142,-1.250682,0.999704
1356,400,500,12.000000,0.450000,1.616642,-1.058631,0.999739
1357,400,500,12.000000,0.500000,1.526675,-0.899173,0.999811
1358,400,500,12.000000,0.550000,1.444305,-0.756918,0.999818
1359,400,500,12.000000,0.600000,1.374061,-0.634428,0.999852
1360,400,500,12.000000,0.650000,1.315035,-0.529056,0.999863
1361,400,500,12.000000,0.700000,1.256853,-0.430565,0.999874
1362,400,500,12.000000,0.750000,1.206860,-0.343681,0.999884
1363,400,500,12.000000,0.800000,1.160474,-0.265136,0.999884
1364,400,500,12.000000,0.850000,1.116962,-0.192458,0.999897
1365,400,500,12.000000,0.900000,1.074001,-0.122029,0.999912
1366,400,500,12.000000,0.950000,1.037319,-0.060105,0.999928
1367,400,500,12.000000,1.000000,1.003248,-0.001196,0.999964
1368,400,500,13.000000,0.100000,3.574454,-4.559103,0.998543
1369,400,500,13.000000,0.150000,2.883703,-3.321888,0.999084
1370,400,500,13.000000,0.200000,2.491777,-2.616729,0.999419
1371,400,500,13.000000,0.250000,2.212127,-2.118463,0.999499
1372,400,500,13.000000,0.300000,2.008647,-1.759821,0.999651
1373,400,500,13.000000,0.350000,1.848879,-1.472711,0.999693
1374,400,500,13.000000,0.400000,1.726469,-1.252740,0.999717
1375,400,500,13.000000,0.450000,1.618518,-1.060928,0.999756
1376,400,500,13.000000,0.500000,1.524774,-0.897114,0.999811
1377,400,500,13.000000,0.550000,1.449634,-0.763934,0.999807
1378,400,500,13.000000,0.600000,1.376129,-0.636069,0.999846
